Species	Symbol	Ensembl	Family	Protein	Entrez ID
Xenopus_tropicalis	nr1d1	ENSXETG00000024397	THR-like	ENSXETP00000052764;ENSXETP00000008396;	-
Xenopus_tropicalis	vegt	ENSXETG00000004260	T-box	ENSXETP00000009288;ENSXETP00000058785;	-
Xenopus_tropicalis	-	ENSXETG00000015106	zf-C2H2	ENSXETP00000033070;	-
Xenopus_tropicalis	irf6	ENSXETG00000018674	IRF	ENSXETP00000040424;	-
Xenopus_tropicalis	bhlhe41	ENSXETG00000023482	bHLH	ENSXETP00000050690;ENSXETP00000061792;	-
Xenopus_tropicalis	znf484	ENSXETG00000023643	zf-C2H2	ENSXETP00000016165;ENSXETP00000051009;ENSXETP00000051010;	-
Xenopus_tropicalis	sebox	ENSXETG00000023794	Homeobox	ENSXETP00000051306;	-
Xenopus_tropicalis	sox3	ENSXETG00000007607	HMG	ENSXETP00000016558;	-
Xenopus_tropicalis	bach2	ENSXETG00000019126	TF_bZIP	ENSXETP00000041467;	-
Xenopus_tropicalis	hoxa4	ENSXETG00000027534	Homeobox	ENSXETP00000057392;	-
Xenopus_tropicalis	hoxa5	ENSXETG00000000720	Homeobox	ENSXETP00000001604;	-
Xenopus_tropicalis	zbtb45	ENSXETG00000021232	ZBTB	ENSXETP00000045910;	-
Xenopus_tropicalis	dlx1	ENSXETG00000007533	Homeobox	ENSXETP00000016415;	-
Xenopus_tropicalis	tada2a	ENSXETG00000008953	MYB	ENSXETP00000019612;	-
Xenopus_tropicalis	foxb1	ENSXETG00000017708	Fork_head	ENSXETP00000038420;	-
Xenopus_tropicalis	arid4b	ENSXETG00000024651	ARID	ENSXETP00000028658;ENSXETP00000028671;	-
Xenopus_tropicalis	ikzf5	ENSXETG00000009559	zf-C2H2	ENSXETP00000021087;ENSXETP00000036317;	-
Xenopus_tropicalis	hoxb5	ENSXETG00000021978	Homeobox	ENSXETP00000047578;	-
Xenopus_tropicalis	hoxc4	ENSXETG00000023484	Homeobox	ENSXETP00000050698;	-
Xenopus_tropicalis	klf4	ENSXETG00000005739	zf-C2H2	ENSXETP00000012646;	-
Xenopus_tropicalis	gmeb1	ENSXETG00000020625	SAND	ENSXETP00000044566;	-
Xenopus_tropicalis	znf350	ENSXETG00000006490	zf-C2H2	ENSXETP00000014206;	-
Xenopus_tropicalis	gli2	ENSXETG00000011189	zf-C2H2	ENSXETP00000024456;	-
Xenopus_tropicalis	klf9	ENSXETG00000019051	zf-C2H2	ENSXETP00000041305;	-
Xenopus_tropicalis	ventx2	ENSXETG00000026796	Homeobox	ENSXETP00000056262;	-
Xenopus_tropicalis	zmiz1	ENSXETG00000018359	zf-MIZ	ENSXETP00000060307;ENSXETP00000039780;	-
Xenopus_tropicalis	-	ENSXETG00000031280	zf-C2H2	ENSXETP00000059591;	-
Xenopus_tropicalis	ZBTB12	ENSXETG00000030672	ZBTB	ENSXETP00000060611;ENSXETP00000060611;	-
Xenopus_tropicalis	smad7	ENSXETG00000020317	MH1	ENSXETP00000043829;	-
Xenopus_tropicalis	-	ENSXETG00000026673	zf-C2H2	ENSXETP00000052656;	-
Xenopus_tropicalis	wdhd1	ENSXETG00000012210	HMG	ENSXETP00000026675;	-
Xenopus_tropicalis	pias1	ENSXETG00000007813	zf-MIZ	ENSXETP00000017064;	-
Xenopus_tropicalis	arid3a	ENSXETG00000021613	ARID	ENSXETP00000056949;ENSXETP00000046714;	-
Xenopus_tropicalis	znf250	ENSXETG00000022581	zf-C2H2	ENSXETP00000062393;ENSXETP00000048898;	-
Xenopus_tropicalis	tfap2a	ENSXETG00000001074	AP-2	ENSXETP00000002334;ENSXETP00000002335;ENSXETP00000002336;	-
Xenopus_tropicalis	klf8	ENSXETG00000009616	zf-C2H2	ENSXETP00000057570;ENSXETP00000021199;	-
Xenopus_tropicalis	ctcf	ENSXETG00000015615	zf-C2H2	ENSXETP00000034066;ENSXETP00000062683;	-
Xenopus_tropicalis	bix1	ENSXETG00000022633	Homeobox	ENSXETP00000048974;	-
Xenopus_tropicalis	prdm6	ENSXETG00000010261	zf-C2H2	ENSXETP00000022617;	-
Xenopus_tropicalis	mxd3	ENSXETG00000007236	bHLH	ENSXETP00000015728;	-
Xenopus_tropicalis	olig4	ENSXETG00000027637	bHLH	ENSXETP00000057553;	-
Xenopus_tropicalis	-	ENSXETG00000024246	zf-C2H2	ENSXETP00000018179;	-
Xenopus_tropicalis	mnx1	ENSXETG00000021615	Homeobox	ENSXETP00000046719;	-
Xenopus_tropicalis	hlx	ENSXETG00000002734	Homeobox	ENSXETP00000005952;	-
Xenopus_tropicalis	junb	ENSXETG00000004766	TF_bZIP	ENSXETP00000010327;	-
Xenopus_tropicalis	znf236	ENSXETG00000010789	zf-C2H2	ENSXETP00000023596;	-
Xenopus_tropicalis	znf710	ENSXETG00000012971	zf-C2H2	ENSXETP00000028417;	-
Xenopus_tropicalis	vdr	ENSXETG00000010658	THR-like	ENSXETP00000023342;	-
Xenopus_tropicalis	baz2b	ENSXETG00000007584	MBD	ENSXETP00000047095;ENSXETP00000016514;	-
Xenopus_tropicalis	sox12	ENSXETG00000024011	HMG	ENSXETP00000051793;	-
Xenopus_tropicalis	nr2c1	ENSXETG00000023840	RXR-like	ENSXETP00000051399;	-
Xenopus_tropicalis	-	ENSXETG00000015072	zf-C2H2	ENSXETP00000005787;	-
Xenopus_tropicalis	foxo4	ENSXETG00000020899	Fork_head	ENSXETP00000045155;	-
Xenopus_tropicalis	znf622	ENSXETG00000007539	zf-C2H2	ENSXETP00000061374;ENSXETP00000016429;	-
Xenopus_tropicalis	xlcof28	ENSXETG00000023932	zf-C2H2	ENSXETP00000051628;ENSXETP00000063471;	-
Xenopus_tropicalis	-	ENSXETG00000004686	zf-C2H2	ENSXETP00000010188;	-
Xenopus_tropicalis	glis2	ENSXETG00000024432	zf-C2H2	ENSXETP00000052833;	-
Xenopus_tropicalis	bhlhe40	ENSXETG00000005207	bHLH	ENSXETP00000061938;ENSXETP00000011372;	-
Xenopus_tropicalis	foxp2	ENSXETG00000011560	Fork_head	ENSXETP00000025306;ENSXETP00000025917;	-
Xenopus_tropicalis	hsf1	ENSXETG00000005693	HSF	ENSXETP00000012537;	-
Xenopus_tropicalis	znf276	ENSXETG00000019874	zf-C2H2	ENSXETP00000042986;	-
Xenopus_tropicalis	ahr	ENSXETG00000022784	bHLH	ENSXETP00000049310;	-
Xenopus_tropicalis	tfec	ENSXETG00000011566	bHLH	ENSXETP00000054425;	-
Xenopus_tropicalis	zfp36l2	ENSXETG00000023254	zf-CCCH	ENSXETP00000050259;	-
Xenopus_tropicalis	-	ENSXETG00000033181	zf-C2H2	ENSXETP00000058353;	-
Xenopus_tropicalis	-	ENSXETG00000010801	zf-C2H2	ENSXETP00000005797;ENSXETP00000005803;	-
Xenopus_tropicalis	znf142	ENSXETG00000013837	zf-C2H2	ENSXETP00000030285;ENSXETP00000030278;	-
Xenopus_tropicalis	DRGX	ENSXETG00000030565	Homeobox	ENSXETP00000060084;	-
Xenopus_tropicalis	tsc22d2	ENSXETG00000020092	TSC22	ENSXETP00000043387;	-
Xenopus_tropicalis	-	ENSXETG00000013017	zf-C2H2	ENSXETP00000028551;	-
Xenopus_tropicalis	smarcal1	ENSXETG00000000465	Others	-	-
Xenopus_tropicalis	cebpz	ENSXETG00000000654	Others	-	-
Xenopus_tropicalis	tax1bp1	ENSXETG00000000752	Others	-	-
Xenopus_tropicalis	purb	ENSXETG00000001257	Others	-	-
Xenopus_tropicalis	blzf1	ENSXETG00000002419	Others	-	-
Xenopus_tropicalis	gpbp1l1	ENSXETG00000003496	Others	-	-
Xenopus_tropicalis	pura	ENSXETG00000003837	Others	-	-
Xenopus_tropicalis	nfrkb	ENSXETG00000004078	Others	-	-
Xenopus_tropicalis	cc2d1a	ENSXETG00000005556	Others	-	-
Xenopus_tropicalis	znf326	ENSXETG00000006087	Others	-	-
Xenopus_tropicalis	casz1	ENSXETG00000006312	Others	-	-
Xenopus_tropicalis	znfx1	ENSXETG00000007360	Others	-	-
Xenopus_tropicalis	mllt10	ENSXETG00000007391	Others	-	-
Xenopus_tropicalis	nkrf	ENSXETG00000007438	Others	-	-
Xenopus_tropicalis	tfb1m	ENSXETG00000007852	Others	-	-
Xenopus_tropicalis	setbp1	ENSXETG00000008160	Others	-	-
Xenopus_tropicalis	thyn1	ENSXETG00000008333	Others	-	-
Xenopus_tropicalis	-	ENSXETG00000008923	Others	-	-
Xenopus_tropicalis	sfpq	ENSXETG00000009682	Others	-	-
Xenopus_tropicalis	znf503	ENSXETG00000009866	Others	-	-
Xenopus_tropicalis	xpa	ENSXETG00000010181	Others	-	-
Xenopus_tropicalis	znf608	ENSXETG00000010257	Others	-	-
Xenopus_tropicalis	capn15	ENSXETG00000010331	Others	-	-
Xenopus_tropicalis	znf704	ENSXETG00000010417	Others	-	-
Xenopus_tropicalis	znf609	ENSXETG00000010648	Others	-	-
Xenopus_tropicalis	cpeb1	ENSXETG00000010660	Others	-	-
Xenopus_tropicalis	nme2	ENSXETG00000011340	Others	-	-
Xenopus_tropicalis	h3f3b	ENSXETG00000012575	Others	-	-
Xenopus_tropicalis	crebrf	ENSXETG00000012727	Others	-	-
Xenopus_tropicalis	rfxank	ENSXETG00000013042	Others	-	-
Xenopus_tropicalis	tet2	ENSXETG00000014101	Others	-	-
Xenopus_tropicalis	adnp2	ENSXETG00000014810	Others	-	-
Xenopus_tropicalis	plscr1	ENSXETG00000015514	Others	-	-
Xenopus_tropicalis	gpbp1	ENSXETG00000015527	Others	-	-
Xenopus_tropicalis	lyar	ENSXETG00000016038	Others	-	-
Xenopus_tropicalis	gabpb1	ENSXETG00000016116	Others	-	-
Xenopus_tropicalis	tmf1	ENSXETG00000016166	Others	-	-
Xenopus_tropicalis	znf280d	ENSXETG00000016560	Others	-	-
Xenopus_tropicalis	plek	ENSXETG00000017358	Others	-	-
Xenopus_tropicalis	purg	ENSXETG00000018299	Others	-	-
Xenopus_tropicalis	myef2	ENSXETG00000018412	Others	-	-
Xenopus_tropicalis	znf750	ENSXETG00000020479	Others	-	-
Xenopus_tropicalis	znf395	ENSXETG00000021160	Others	-	-
Xenopus_tropicalis	khsrp	ENSXETG00000021862	Others	-	-
Xenopus_tropicalis	cenps	ENSXETG00000022169	Others	-	-
Xenopus_tropicalis	tcf25	ENSXETG00000023414	Others	-	-
Xenopus_tropicalis	-	ENSXETG00000023859	Others	-	-
Xenopus_tropicalis	tcf19	ENSXETG00000024079	Others	-	-
Xenopus_tropicalis	cnbp	ENSXETG00000025147	Others	-	-
Xenopus_tropicalis	epas1	ENSXETG00000026167	Others	-	-
Xenopus_tropicalis	yeats4	ENSXETG00000026783	Others	-	-
Xenopus_tropicalis	znf706	ENSXETG00000027722	Others	-	-
Xenopus_tropicalis	phb	ENSXETG00000027802	Others	-	-
Xenopus_tropicalis	crebl2	ENSXETG00000027934	Others	-	-
Xenopus_tropicalis	CARF	ENSXETG00000031604	Others	-	-
Xenopus_tropicalis	PHTF1	ENSXETG00000031729	Others	-	-
Xenopus_tropicalis	bclaf1	ENSXETG00000033794	Others	-	-
Xenopus_tropicalis	-	ENSXETG00000034252	Others	-	-
