chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr1	25775757	25780306	-	ENSMUSG00000103924	TEC	Gm37895
chr1	25797281	25800905	-	ENSMUSG00000104132	TEC	Gm36952
chr1	25804097	25807406	-	ENSMUSG00000102747	TEC	Gm37602
chr1	25808956	25809972	-	ENSMUSG00000102386	TEC	2900022M07Rik
chr1	25824390	25824719	-	ENSMUSG00000103004	TEC	2900002M20Rik
chr1	25830657	25831878	+	ENSMUSG00000104516	TEC	Gm9884
chr1	25996604	25997159	-	ENSMUSG00000101618	processed_pseudogene	Gm18443
chr1	26466236	26466886	+	ENSMUSG00000099458	processed_pseudogene	Gm19123
chr1	26566833	26566938	+	ENSMUSG00000088111	snoRNA	Gm24064
chr1	26681814	26687460	-	ENSMUSG00000073722	protein_coding	4931408C20Rik
chr1	26959103	26959221	-	ENSMUSG00000095256	rRNA	n-R5s209
chr1	27336352	27336768	-	ENSMUSG00000100310	processed_pseudogene	Gm19641
chr1	27884046	27902396	+	ENSMUSG00000101514	lincRNA	Gm5524
chr1	27900419	27901072	-	ENSMUSG00000101033	processed_pseudogene	Gm18776
chr1	27989910	27991782	+	ENSMUSG00000101372	processed_pseudogene	Gm19028
chr1	28569918	28571431	+	ENSMUSG00000103241	TEC	Gm38089
chr1	28580499	28580772	-	ENSMUSG00000086240	processed_pseudogene	Gm7846
chr1	28776117	28780252	-	ENSMUSG00000048411	protein_coding	Gm597
chr1	28800240	28802721	-	ENSMUSG00000081557	processed_pseudogene	Gm5697
chr1	28938036	28938339	+	ENSMUSG00000058590	processed_pseudogene	Gm6462
chr1	29219700	29220249	+	ENSMUSG00000101235	processed_pseudogene	Gm18033
chr1	29280964	29281075	-	ENSMUSG00000064433	misc_RNA	Gm25586
chr1	29301480	29301579	+	ENSMUSG00000080625	miRNA	Gm22679
chr1	29361275	29361370	-	ENSMUSG00000080391	miRNA	Gm23785
chr1	29421488	29421612	+	ENSMUSG00000099257	miRNA	Mir6342
chr1	29484604	29485915	-	ENSMUSG00000099492	processed_pseudogene	Gm5525
chr1	29930094	29930715	+	ENSMUSG00000101726	processed_pseudogene	Gm7858
chr1	29985934	29986043	+	ENSMUSG00000096829	miRNA	Gm23771
chr1	30333291	30333397	-	ENSMUSG00000098883	miRNA	Gm27430
chr1	30718560	30719962	-	ENSMUSG00000053185	lincRNA	Gm9898
chr1	30769687	30771815	+	ENSMUSG00000100261	unprocessed_pseudogene	Gm6473
chr1	30794548	30794875	-	ENSMUSG00000101180	processed_pseudogene	Gm2914
chr1	30802339	30873921	-	ENSMUSG00000048874	protein_coding	Phf3
chr1	30833548	30836431	-	ENSMUSG00000103783	TEC	Gm37522
chr1	30865504	30868538	-	ENSMUSG00000104315	TEC	Gm37906
chr1	30940302	30949770	-	ENSMUSG00000026064	protein_coding	Ptp4a1
chr1	30977244	30977967	-	ENSMUSG00000086151	processed_pseudogene	Gm5698
chr1	30986226	30986952	-	ENSMUSG00000086726	processed_pseudogene	Gm9458
chr1	30998184	30998906	-	ENSMUSG00000087346	processed_pseudogene	Gm5699
chr1	31019188	31096454	-	ENSMUSG00000100371	lincRNA	Gm29669
chr1	31041919	31043675	+	ENSMUSG00000100237	lincRNA	Gm28644
chr1	31122725	31122862	-	ENSMUSG00000098529	rRNA	Gm27362
chr1	31135226	31222684	-	ENSMUSG00000086727	protein_coding	4931428L18Rik
chr1	31136026	31150105	+	ENSMUSG00000100910	antisense	Gm29128
chr1	31164549	31164773	+	ENSMUSG00000099796	processed_pseudogene	Gm7893
chr1	31176401	31204725	+	ENSMUSG00000050217	protein_coding	Lgsn
chr1	31222838	31224288	+	ENSMUSG00000026063	protein_coding	Pih1d3
chr1	31259593	31259719	-	ENSMUSG00000077664	snoRNA	Gm26145
chr1	31267326	31267884	+	ENSMUSG00000100205	processed_pseudogene	Gm4850
chr1	31274892	31275455	+	ENSMUSG00000100592	processed_pseudogene	Gm28645
chr1	31286945	31287640	+	ENSMUSG00000094215	processed_pseudogene	Gm6489
chr1	31559540	31561400	+	ENSMUSG00000101093	processed_pseudogene	Gm10307
chr1	31615149	31616661	+	ENSMUSG00000070960	processed_pseudogene	Gm19680
chr1	31656632	31656738	-	ENSMUSG00000088620	snRNA	Gm23032
chr1	31736057	31736891	+	ENSMUSG00000082159	processed_pseudogene	Gm7910
chr1	32172714	32658568	+	ENSMUSG00000026058	protein_coding	Khdrbs2
chr1	32213133	32213239	-	ENSMUSG00000064688	snRNA	Gm25814
chr1	32473757	32475565	+	ENSMUSG00000103482	TEC	Gm37999
chr1	32485315	32486942	+	ENSMUSG00000104498	TEC	Gm37110
chr1	32496444	32497988	+	ENSMUSG00000104313	TEC	Gm37911
chr1	32519563	32520999	-	ENSMUSG00000102865	TEC	Gm9839
chr1	32539028	32542440	+	ENSMUSG00000102321	TEC	Gm37792
chr1	32543686	32547294	-	ENSMUSG00000091318	protein_coding	Gm5415
chr1	32568359	32568421	-	ENSMUSG00000089489	snRNA	Gm24732
chr1	32710179	32712648	+	ENSMUSG00000104433	TEC	Gm37426
chr1	32726639	32726930	+	ENSMUSG00000089395	misc_RNA	Gm23024
chr1	32967484	32972490	-	ENSMUSG00000102926	TEC	Gm37151
chr1	33028160	33030290	-	ENSMUSG00000100497	processed_pseudogene	Gm28624
chr1	33065130	33066350	+	ENSMUSG00000102917	lincRNA	Gm37724
chr1	33100907	33102695	+	ENSMUSG00000100481	processed_pseudogene	Gm7114
chr1	33108905	33109655	-	ENSMUSG00000100590	processed_pseudogene	Gm4785
chr1	33191993	33192102	+	ENSMUSG00000088750	snRNA	Gm24901
chr1	33212774	33215475	-	ENSMUSG00000104230	lincRNA	Gm37591
chr1	33235939	33237631	+	ENSMUSG00000101754	processed_pseudogene	Gm2987
chr1	33293676	33293775	+	ENSMUSG00000065223	snRNA	Gm25792
chr1	33315670	33316582	-	ENSMUSG00000100318	processed_pseudogene	Gm18799
chr1	33371331	33373585	+	ENSMUSG00000101612	processed_pseudogene	Gm7933
chr1	33422733	33422838	+	ENSMUSG00000065260	snRNA	Gm23453
chr1	33453810	33669795	-	ENSMUSG00000026134	protein_coding	Prim2
chr1	33482101	33482518	+	ENSMUSG00000101682	processed_pseudogene	Gm29228
chr1	33613758	33616832	-	ENSMUSG00000102714	TEC	Gm37618
chr1	33657781	33658108	+	ENSMUSG00000102093	processed_pseudogene	Gm17813
chr1	33669824	33670712	+	ENSMUSG00000103746	TEC	1700001G17Rik
chr1	33671915	33674228	-	ENSMUSG00000102198	TEC	Gm38173
chr1	33719887	33742564	+	ENSMUSG00000004768	protein_coding	Rab23
chr1	33745484	33757795	-	ENSMUSG00000042215	protein_coding	Bag2
chr1	33748007	33748347	+	ENSMUSG00000103072	TEC	Gm37905
chr1	33761545	33814595	-	ENSMUSG00000042197	protein_coding	Zfp451
chr1	33836124	33838680	-	ENSMUSG00000081402	processed_pseudogene	Gm15455
chr1	33852052	33907816	-	ENSMUSG00000042182	protein_coding	Bend6
chr1	33889490	33891117	-	ENSMUSG00000104416	TEC	Gm37067
chr1	33908225	34308661	+	ENSMUSG00000026131	protein_coding	Dst
chr1	33922455	33924838	+	ENSMUSG00000103596	TEC	Gm37354
chr1	33963352	33963685	-	ENSMUSG00000099382	processed_pseudogene	Gm28631
chr1	33981410	33981502	-	ENSMUSG00000084506	snRNA	Gm23792
chr1	34032100	34033797	+	ENSMUSG00000103364	TEC	Gm38157
chr1	34117359	34117431	+	ENSMUSG00000105982	miRNA	Mir6896
chr1	34165856	34178446	-	ENSMUSG00000096992	processed_transcript	Gm26788
chr1	34269882	34271128	-	ENSMUSG00000103001	TEC	A930005N03Rik
chr1	34329433	34330307	-	ENSMUSG00000104397	lincRNA	Gm37958
chr1	34350775	34351161	+	ENSMUSG00000102839	TEC	Gm37385
chr1	34367371	34369003	+	ENSMUSG00000101206	processed_pseudogene	Gm5266
chr1	34415050	34417986	-	ENSMUSG00000101462	transcribed_processed_pseudogene	Gm3052
chr1	34427002	34433264	-	ENSMUSG00000102336	lincRNA	Gm37233
chr1	34433121	34433199	-	ENSMUSG00000092852	miRNA	Mir5103
chr1	34436670	34439672	-	ENSMUSG00000042111	protein_coding	Ccdc115
chr1	34439511	34444730	-	ENSMUSG00000101711	antisense	Gm28306
chr1	34439851	34449356	+	ENSMUSG00000026127	protein_coding	Imp4
chr1	34459762	34475733	+	ENSMUSG00000026126	protein_coding	Ptpn18
chr1	34468834	34473148	-	ENSMUSG00000100280	processed_transcript	Gm28417
chr1	34477167	34485933	-	ENSMUSG00000101223	lincRNA	4930568A12Rik
chr1	34498410	34503063	+	ENSMUSG00000026125	protein_coding	Prss39
chr1	34523716	34524007	-	ENSMUSG00000101116	processed_pseudogene	Gm28416
chr1	34535648	34544313	+	ENSMUSG00000026124	protein_coding	Cfc1
chr1	34538086	34538560	-	ENSMUSG00000101803	processed_pseudogene	Gm28419
chr1	34543968	34560943	-	ENSMUSG00000037529	protein_coding	Prss40
chr1	34579202	34579711	-	ENSMUSG00000045815	antisense	1700101I19Rik
chr1	34579657	34590944	+	ENSMUSG00000045174	protein_coding	Amer3
chr1	34607297	34607719	-	ENSMUSG00000100524	processed_pseudogene	Gm28418
chr1	34610572	34610806	-	ENSMUSG00000102499	processed_pseudogene	Gm36984
chr1	34610908	34612303	-	ENSMUSG00000103521	processed_pseudogene	Gm29730
chr1	34635544	34636189	-	ENSMUSG00000104098	processed_pseudogene	AA619741
chr1	34678188	34813309	+	ENSMUSG00000037509	protein_coding	Arhgef4
chr1	34752775	34752922	+	ENSMUSG00000102537	processed_pseudogene	Gm37224
chr1	34753123	34753477	+	ENSMUSG00000102612	processed_pseudogene	Gm37845
chr1	34809360	34811908	-	ENSMUSG00000104002	antisense	Gm38336
chr1	34813219	34843065	-	ENSMUSG00000037503	protein_coding	Fam168b
chr1	34823525	34826560	+	ENSMUSG00000104358	TEC	Gm37127
chr1	34849976	34879580	+	ENSMUSG00000026123	protein_coding	Plekhb2
chr1	34928509	34930645	+	ENSMUSG00000103716	processed_pseudogene	Gm19430
chr1	34969627	34969855	-	ENSMUSG00000103548	processed_pseudogene	Gm37670
chr1	34970065	34970500	+	ENSMUSG00000103760	processed_pseudogene	Gm8009
chr1	34985656	34985890	+	ENSMUSG00000103997	processed_pseudogene	Gm38027
chr1	35178956	35179084	-	ENSMUSG00000077231	snoRNA	Gm25096
chr1	35625606	35651297	-	ENSMUSG00000104417	lincRNA	Gm37068
chr1	35761602	35761706	+	ENSMUSG00000064601	snRNA	Gm25634
chr1	35806974	35810462	+	ENSMUSG00000101714	lincRNA	Gm28415
chr1	35879845	35881119	+	ENSMUSG00000102531	lincRNA	1110002O04Rik
chr1	35958919	35959822	+	ENSMUSG00000103096	processed_pseudogene	Gm8022
chr1	35981960	35986373	-	ENSMUSG00000102279	lincRNA	Gm37146
chr1	36002985	36011044	-	ENSMUSG00000103708	lincRNA	Gm33222
chr1	36011072	36011894	+	ENSMUSG00000104201	lincRNA	4930535G08Rik
chr1	36029647	36031018	-	ENSMUSG00000102434	TEC	Gm38049
chr1	36068400	36106446	+	ENSMUSG00000045216	protein_coding	Hs6st1
chr1	36105384	36106446	-	ENSMUSG00000104523	antisense	Gm37335
chr1	36132042	36138746	+	ENSMUSG00000102202	lincRNA	Gm33280
chr1	36140027	36244720	-	ENSMUSG00000037470	protein_coding	Uggt1
chr1	36144252	36144313	-	ENSMUSG00000098752	miRNA	Mir6897
chr1	36264597	36274679	-	ENSMUSG00000047180	protein_coding	Neurl3
chr1	36307733	36324029	+	ENSMUSG00000037447	protein_coding	Arid5a
chr1	36332708	36333420	+	ENSMUSG00000102762	lincRNA	4930403P22Rik
chr1	36335730	36369181	-	ENSMUSG00000010453	protein_coding	Kansl3
chr1	36348682	36348758	-	ENSMUSG00000098680	miRNA	Mir6898
chr1	36372291	36422110	+	ENSMUSG00000037432	protein_coding	Fer1l5
chr1	36419871	36445271	-	ENSMUSG00000001143	protein_coding	Lman2l
chr1	36471620	36508764	+	ENSMUSG00000037408	protein_coding	Cnnm4
chr1	36473952	36476110	+	ENSMUSG00000104316	TEC	Gm37909
chr1	36506562	36506702	+	ENSMUSG00000106081	miRNA	AC084391.1
chr1	36511867	36528237	+	ENSMUSG00000001138	protein_coding	Cnnm3
chr1	36527534	36528237	-	ENSMUSG00000102845	antisense	Gm38033
chr1	36530188	36536883	-	ENSMUSG00000067653	protein_coding	Ankrd23
chr1	36530193	36539429	-	ENSMUSG00000109510	protein_coding	Gm42417
chr1	36537507	36547445	-	ENSMUSG00000079610	protein_coding	Ankrd39
chr1	36548639	36558349	-	ENSMUSG00000026121	protein_coding	Sema4c
chr1	36557701	36565613	+	ENSMUSG00000087589	processed_transcript	D430040D24Rik
chr1	36562692	36683183	-	ENSMUSG00000046337	protein_coding	Fam178b
chr1	36601802	36602146	+	ENSMUSG00000089906	processed_pseudogene	Gm6428
chr1	36663965	36664039	+	ENSMUSG00000077939	miRNA	Gm24133
chr1	36691484	36693681	+	ENSMUSG00000061518	protein_coding	Cox5b
chr1	36698114	36714422	-	ENSMUSG00000037351	protein_coding	Actr1b
chr1	36710149	36757953	+	ENSMUSG00000102416	protein_coding	4933424G06Rik
chr1	36739048	36744792	-	ENSMUSG00000104237	lincRNA	Gm33533
chr1	36761798	36782818	+	ENSMUSG00000026117	protein_coding	Zap70
chr1	36764863	36765874	-	ENSMUSG00000097291	transcribed_processed_pseudogene	Gm18828
chr1	36792191	36943666	-	ENSMUSG00000026116	protein_coding	Tmem131
chr1	36871903	36872045	-	ENSMUSG00000103016	TEC	Gm37506
chr1	36913601	36916539	-	ENSMUSG00000102930	sense_intronic	Gm38115
chr1	36922797	36926348	-	ENSMUSG00000103159	TEC	F830112A20Rik
chr1	36957930	36958427	-	ENSMUSG00000080054	processed_pseudogene	Rpl12-ps1
chr1	37005439	37005557	+	ENSMUSG00000095944	rRNA	n-R5s210
chr1	37026596	37187613	+	ENSMUSG00000050122	protein_coding	Vwa3b
chr1	37132273	37133264	-	ENSMUSG00000103603	antisense	Gm37020
chr1	37214434	37263384	+	ENSMUSG00000026114	protein_coding	Cnga3
chr1	37299352	37299697	-	ENSMUSG00000102231	TEC	1700074A21Rik
chr1	37299865	37410736	+	ENSMUSG00000026113	protein_coding	Inpp4a
chr1	37329667	37334172	-	ENSMUSG00000086064	antisense	4930439A04Rik
chr1	37330971	37331504	-	ENSMUSG00000102879	TEC	Gm37135
chr1	37417084	37430103	-	ENSMUSG00000026112	protein_coding	Coa5
chr1	37430139	37439124	+	ENSMUSG00000026111	protein_coding	Unc50
chr1	37439340	37541016	-	ENSMUSG00000026110	protein_coding	Mgat4a
chr1	37485851	37488605	-	ENSMUSG00000103948	TEC	4930594C11Rik
chr1	37487193	37488982	-	ENSMUSG00000087233	processed_pseudogene	Gm43213
chr1	37611677	37720085	-	ENSMUSG00000026090	protein_coding	2010300C02Rik
chr1	37614259	37615372	+	ENSMUSG00000089767	antisense	4930556I23Rik
chr1	37660722	37662647	+	ENSMUSG00000104365	TEC	4930470B04Rik
chr1	37694447	37696664	-	ENSMUSG00000102650	TEC	Gm19863
chr1	37754776	37866429	-	ENSMUSG00000060771	protein_coding	Tsga10
chr1	37865299	37871388	+	ENSMUSG00000097268	antisense	Gm26805
chr1	37871738	37876228	+	ENSMUSG00000037216	protein_coding	Lipt1
chr1	37874801	37890411	-	ENSMUSG00000026088	protein_coding	Mitd1
chr1	37890477	37898535	+	ENSMUSG00000026087	protein_coding	Mrpl30
chr1	37905923	37916493	-	ENSMUSG00000061584	protein_coding	Lyg2
chr1	37933596	37954136	+	ENSMUSG00000087374	antisense	Gm15457
chr1	37946736	37957759	-	ENSMUSG00000026085	protein_coding	Lyg1
chr1	37973967	37974203	+	ENSMUSG00000089141	misc_RNA	Gm23409
chr1	37985189	37997893	-	ENSMUSG00000058407	protein_coding	Txndc9
chr1	37998010	38055579	+	ENSMUSG00000026083	protein_coding	Eif5b
chr1	38052786	38129801	-	ENSMUSG00000026082	protein_coding	Rev1
chr1	38076295	38077305	-	ENSMUSG00000103804	sense_intronic	Gm37062
chr1	38132083	38159892	+	ENSMUSG00000102716	lincRNA	Gm5099
chr1	38177326	38664955	-	ENSMUSG00000037138	protein_coding	Aff3
chr1	38235420	38246666	+	ENSMUSG00000085391	antisense	Gm16150
chr1	38307902	38311930	+	ENSMUSG00000085280	antisense	Gm16151
chr1	38384949	38393974	+	ENSMUSG00000087131	antisense	Gm16152
chr1	38487519	38488047	+	ENSMUSG00000102984	processed_pseudogene	Gm34727
chr1	38722620	38723121	+	ENSMUSG00000102541	processed_pseudogene	Gm38135
chr1	38767184	38767686	+	ENSMUSG00000103531	TEC	2610300A13Rik
chr1	38793645	38836711	-	ENSMUSG00000048814	protein_coding	Lonrf2
chr1	38863867	38898161	-	ENSMUSG00000026080	protein_coding	Chst10
chr1	38884754	38888072	+	ENSMUSG00000103647	antisense	Gm37707
chr1	38907945	38908716	+	ENSMUSG00000102447	processed_pseudogene	Gm6621
chr1	38939149	38950276	+	ENSMUSG00000067604	protein_coding	Nms
chr1	38985608	38997238	+	ENSMUSG00000026078	protein_coding	Pdcl3
chr1	38992678	38994316	+	ENSMUSG00000103046	TEC	Gm37309
chr1	39048648	39057637	-	ENSMUSG00000104188	lincRNA	Gm37821
chr1	39081252	39083338	-	ENSMUSG00000103182	TEC	Gm37091
chr1	39186896	39186992	-	ENSMUSG00000098833	miRNA	Mir6349
chr1	39193731	39363236	+	ENSMUSG00000026077	protein_coding	Npas2
chr1	39276283	39276565	-	ENSMUSG00000092553	processed_pseudogene	Gm20428
chr1	39314899	39315453	+	ENSMUSG00000092563	processed_pseudogene	Gm3617
chr1	39367842	39371911	+	ENSMUSG00000073702	protein_coding	Rpl31
chr1	39371492	39478755	-	ENSMUSG00000003134	protein_coding	Tbc1d8
chr1	39419048	39419932	-	ENSMUSG00000102607	TEC	Gm37265
chr1	39519533	39519747	+	ENSMUSG00000065629	snoRNA	Gm24826
chr1	39519533	39519748	+	ENSMUSG00000104827	snoRNA	Gm24826
chr1	39534992	39546889	+	ENSMUSG00000003135	protein_coding	Cnot11
chr1	39547570	39552002	-	ENSMUSG00000085894	processed_transcript	Gm15832
chr1	39548745	39548854	-	ENSMUSG00000077704	snoRNA	Snord89
chr1	39551296	39577405	-	ENSMUSG00000048234	protein_coding	Rnf149
chr1	39573746	39573875	-	ENSMUSG00000064936	snoRNA	Gm23722
chr1	39597417	39598005	-	ENSMUSG00000102471	processed_pseudogene	Gm5100
chr1	39618406	39651474	-	ENSMUSG00000050967	protein_coding	Creg2
chr1	39650176	39657390	+	ENSMUSG00000097083	antisense	D930019O06Rik
chr1	39665301	39720997	-	ENSMUSG00000057173	protein_coding	Rfx8
chr1	39804148	39805332	-	ENSMUSG00000091937	protein_coding	Gm3646
chr1	39839175	39847334	-	ENSMUSG00000101634	lincRNA	1700066B17Rik
chr1	39900913	40026310	+	ENSMUSG00000026074	protein_coding	Map4k4
chr1	40049039	40050368	-	ENSMUSG00000102985	TEC	4930456G14Rik
chr1	40074079	40125231	+	ENSMUSG00000026073	protein_coding	Il1r2
chr1	40076228	40085851	-	ENSMUSG00000097899	antisense	Gm16894
chr1	40088511	40091581	+	ENSMUSG00000102975	TEC	Gm37347
chr1	40225080	40317257	+	ENSMUSG00000026072	protein_coding	Il1r1
chr1	40238020	40244499	+	ENSMUSG00000103560	TEC	Gm38070
chr1	40324610	40367562	+	ENSMUSG00000070942	protein_coding	Il1rl2
chr1	40353852	40354536	+	ENSMUSG00000103230	processed_pseudogene	Gm17970
chr1	40429570	40465415	+	ENSMUSG00000026069	protein_coding	Il1rl1
chr1	40465552	40500854	+	ENSMUSG00000026070	protein_coding	Il18r1
chr1	40515362	40551705	+	ENSMUSG00000026068	protein_coding	Il18rap
chr1	40572188	40580662	-	ENSMUSG00000104441	antisense	Gm35801
chr1	40580081	40630725	+	ENSMUSG00000026065	protein_coding	Slc9a4
chr1	40582895	40586841	-	ENSMUSG00000102676	TEC	Gm37435
chr1	40680574	40769273	+	ENSMUSG00000026062	protein_coding	Slc9a2
chr1	40691442	40697636	-	ENSMUSG00000103679	antisense	Gm37623
chr1	40771385	40785343	+	ENSMUSG00000103270	antisense	Gm37915
chr1	40772038	40790687	-	ENSMUSG00000041945	protein_coding	Mfsd9
chr1	40805601	40856887	+	ENSMUSG00000079588	protein_coding	Tmem182
chr1	40863737	40864232	-	ENSMUSG00000094136	processed_pseudogene	Gm5973
chr1	41167587	41181252	-	ENSMUSG00000104072	lincRNA	4930448I06Rik
chr1	41526931	41529543	-	ENSMUSG00000100185	lincRNA	Gm28634
chr1	41781808	41939560	+	ENSMUSG00000100832	lincRNA	Gm29260
chr1	42103289	42104333	+	ENSMUSG00000100178	processed_pseudogene	Gm5267
chr1	42179290	42180388	-	ENSMUSG00000101877	processed_pseudogene	Gm8176
chr1	42229726	42231108	+	ENSMUSG00000053640	lincRNA	Gm9915
chr1	42238233	42238695	-	ENSMUSG00000101919	lincRNA	Gm29664
chr1	42261855	42304412	+	ENSMUSG00000101299	lincRNA	Gm28175
chr1	42324590	42355937	-	ENSMUSG00000100180	lincRNA	Gm28140
chr1	42491813	42495663	+	ENSMUSG00000103106	TEC	Gm37047
chr1	42590782	42694842	-	ENSMUSG00000060424	lincRNA	Pantr1
chr1	42651726	42652401	+	ENSMUSG00000104199	TEC	4930420N18Rik
chr1	42694925	42744791	+	ENSMUSG00000093436	sense_overlapping	Gm20646
chr1	42695768	42703176	+	ENSMUSG00000045515	protein_coding	Pou3f3
chr1	42707061	42713454	-	ENSMUSG00000097063	processed_transcript	Pantr2
chr1	42750712	42752881	+	ENSMUSG00000099784	lincRNA	Dalir
chr1	42851233	42905683	+	ENSMUSG00000060679	protein_coding	Mrps9
chr1	42866685	42866818	-	ENSMUSG00000077448	snoRNA	Gm23126
chr1	42952872	43035456	+	ENSMUSG00000041907	protein_coding	Gpr45
chr1	43036845	43036929	+	ENSMUSG00000089088	miRNA	Gm24001
chr1	43047200	43098637	-	ENSMUSG00000070939	protein_coding	Tgfbrap1
chr1	43056267	43057134	+	ENSMUSG00000100269	antisense	Gm28782
chr1	43092588	43093835	+	ENSMUSG00000041878	antisense	8430432A02Rik
chr1	43098710	43115947	+	ENSMUSG00000010290	protein_coding	AI597479
chr1	43123074	43196984	-	ENSMUSG00000008136	protein_coding	Fhl2
chr1	43189156	43189638	+	ENSMUSG00000094497	processed_pseudogene	Gm8210
chr1	43250156	43302925	-	ENSMUSG00000099576	lincRNA	Gm29040
chr1	43270683	43271135	+	ENSMUSG00000099694	processed_pseudogene	Gm29610
chr1	43409584	43409963	+	ENSMUSG00000101923	processed_pseudogene	Gm29041
chr1	43444579	43570515	+	ENSMUSG00000066877	protein_coding	Nck2
chr1	43488447	43490937	+	ENSMUSG00000103422	TEC	Gm37536
chr1	43560273	43561565	+	ENSMUSG00000103945	TEC	Gm38228
chr1	43730602	43742578	+	ENSMUSG00000026051	protein_coding	1500015O10Rik
chr1	43741961	43743895	-	ENSMUSG00000100764	antisense	Gm29155
chr1	43742915	43743526	+	ENSMUSG00000100635	lincRNA	Gm29157
chr1	43745784	43746282	-	ENSMUSG00000100480	lincRNA	Gm29156
chr1	43746966	43827800	-	ENSMUSG00000057363	protein_coding	Uxs1
chr1	43785910	43787188	+	ENSMUSG00000090243	processed_pseudogene	Gm16103
chr1	43888051	43888595	+	ENSMUSG00000100701	processed_pseudogene	Gm19587
chr1	43898294	43899109	+	ENSMUSG00000101395	processed_pseudogene	Gm8241
chr1	43902928	43903052	+	ENSMUSG00000088848	snoRNA	Gm26352
chr1	43918777	43918886	-	ENSMUSG00000095757	miRNA	Gm24180
chr1	43933647	44003000	+	ENSMUSG00000041763	protein_coding	Tpp2
chr1	44009408	44020034	-	ENSMUSG00000047343	protein_coding	Mettl21c
chr1	44018470	44018649	-	ENSMUSG00000090106	processed_pseudogene	Gm15838
chr1	44055952	44061936	-	ENSMUSG00000091844	protein_coding	Gm8251
chr1	44086613	44102441	-	ENSMUSG00000026049	protein_coding	Tex30
chr1	44091463	44110790	-	ENSMUSG00000101104	processed_transcript	Gm29247
chr1	44106546	44118808	-	ENSMUSG00000026047	protein_coding	Kdelc1
chr1	44118957	44144770	+	ENSMUSG00000041684	protein_coding	Bivm
chr1	44147744	44181260	+	ENSMUSG00000026048	protein_coding	Ercc5
chr1	44204070	44218961	-	ENSMUSG00000046828	protein_coding	Mettl21e
chr1	44212162	44213118	+	ENSMUSG00000089703	processed_pseudogene	Gm15833
chr1	44330048	44331036	-	ENSMUSG00000100966	processed_pseudogene	Gm5700
chr1	44392809	44394447	+	ENSMUSG00000100769	processed_transcript	Gm28893
chr1	44463923	44464231	-	ENSMUSG00000101567	processed_pseudogene	Txn-ps1
chr1	44551511	44796838	+	ENSMUSG00000056870	protein_coding	Gulp1
chr1	44560885	44565447	+	ENSMUSG00000102319	TEC	Gm37626
chr1	44644279	44644698	+	ENSMUSG00000089877	processed_pseudogene	Gm16102
chr1	44739676	44744949	-	ENSMUSG00000101701	antisense	4930521E06Rik
chr1	44756942	44758492	+	ENSMUSG00000103071	TEC	Gm38110
chr1	44839171	44839698	+	ENSMUSG00000100434	processed_pseudogene	Gm3489
chr1	44873486	44874152	-	ENSMUSG00000100013	processed_pseudogene	Gm19480
chr1	44924149	44924893	-	ENSMUSG00000101251	processed_pseudogene	Gm3496
chr1	45178067	45179006	+	ENSMUSG00000101937	processed_pseudogene	Gm5268
chr1	45311538	45349706	+	ENSMUSG00000026043	protein_coding	Col3a1
chr1	45311673	45311813	+	ENSMUSG00000105211	miRNA	AC125167.1
chr1	45374321	45503282	-	ENSMUSG00000026042	protein_coding	Col5a2
chr1	45485836	45493052	-	ENSMUSG00000104476	TEC	Gm38211
chr1	45513532	45514055	-	ENSMUSG00000100218	processed_pseudogene	Gm8296
