mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_459	LOC100489273	ENSMUSG00000032369
mm_xp_gene_460	LOC100489273	ENSMUSG00000032372
mm_xp_gene_461	LOC100489278-like	ENSMUSG00000033849
mm_xp_gene_462	LOC100489281	ENSMUSG00000029530
mm_xp_gene_463	LOC100489291	ENSMUSG00000024855
mm_xp_gene_464	LOC100489293	ENSMUSG00000049288
mm_xp_gene_465	LOC100489305	ENSMUSG00000010122
mm_xp_gene_466	LOC100489307	ENSMUSG00000036712
mm_xp_gene_467	LOC100489312	ENSMUSG00000071276
mm_xp_gene_468	LOC100489312	ENSMUSG00000071275
mm_xp_gene_469	LOC100489312	ENSMUSG00000048062
mm_xp_gene_470	LOC100489312	ENSMUSG00000060701
mm_xp_gene_471	LOC100489313	ENSMUSG00000054978
mm_xp_gene_472	LOC100489322-like	ENSMUSG00000036620
mm_xp_gene_473	LOC100489346	ENSMUSG00000044667
mm_xp_gene_474	LOC100489356-like	ENSMUSG00000022124
mm_xp_gene_475	LOC100489385	ENSMUSG00000024033
mm_xp_gene_476	LOC100489387	ENSMUSG00000054662
mm_xp_gene_477	LOC100489435-like	ENSMUSG00000042282
mm_xp_gene_478	LOC100489443	ENSMUSG00000028456
mm_xp_gene_479	LOC100489463	ENSMUSG00000010122
mm_xp_gene_480	LOC100489464	ENSMUSG00000019867
mm_xp_gene_481	LOC100489481	ENSMUSG00000044348
mm_xp_gene_482	LOC100489485-like	ENSMUSG00000046806
mm_xp_gene_483	LOC100489509-like	ENSMUSG00000023979
mm_xp_gene_484	LOC100489513	ENSMUSG00000024076
mm_xp_gene_485	LOC100489540	ENSMUSG00000019852
mm_xp_gene_486	LOC100489545	ENSMUSG00000030577
mm_xp_gene_487	LOC100489549	ENSMUSG00000049556
mm_xp_gene_488	LOC100489552	ENSMUSG00000060621
mm_xp_gene_489	LOC100489580-like	ENSMUSG00000021135
mm_xp_gene_490	LOC100489600	ENSMUSG00000053175
mm_xp_gene_491	LOC100489603-like	ENSMUSG00000035914
mm_xp_gene_492	LOC100489632	ENSMUSG00000027173
mm_xp_gene_493	LOC100489676	ENSMUSG00000022801
mm_xp_gene_494	LOC100489679	ENSMUSG00000019301
mm_xp_gene_495	LOC100489685	ENSMUSG00000090061
mm_xp_gene_496	LOC100489686	ENSMUSG00000034189
mm_xp_gene_497	LOC100489687-like	ENSMUSG00000005566
mm_xp_gene_498	LOC100489709	ENSMUSG00000074818
mm_xp_gene_499	LOC100489725	ENSMUSG00000037572
mm_xp_gene_500	LOC100489729	ENSMUSG00000040154
mm_xp_gene_501	LOC100489737	ENSMUSG00000074491
mm_xp_gene_502	LOC100489739	ENSMUSG00000039628
mm_xp_gene_503	LOC100489764	ENSMUSG00000034342
mm_xp_gene_504	LOC100489771	ENSMUSG00000043301
mm_xp_gene_505	LOC100489773-like	ENSMUSG00000022377
mm_xp_gene_506	LOC100489807	ENSMUSG00000031355
mm_xp_gene_507	LOC100489823	ENSMUSG00000008318
mm_xp_gene_508	LOC100489839-like	ENSMUSG00000033386
mm_xp_gene_509	LOC100489852	ENSMUSG00000032860
mm_xp_gene_510	LOC100489858	ENSMUSG00000015316
mm_xp_gene_511	LOC100489862	ENSMUSG00000042155
mm_xp_gene_512	LOC100489882	ENSMUSG00000040205
mm_xp_gene_513	LOC100489901	ENSMUSG00000040154
mm_xp_gene_514	LOC100489909-like	ENSMUSG00000019558
mm_xp_gene_515	LOC100489920-like	ENSMUSG00000025236
mm_xp_gene_516	LOC100489977	ENSMUSG00000041837
mm_xp_gene_517	LOC100489980-like	ENSMUSG00000062432
mm_xp_gene_518	LOC100489982	ENSMUSG00000060012
mm_xp_gene_519	LOC100489995	ENSMUSG00000022558
mm_xp_gene_520	LOC100490036	ENSMUSG00000046491
mm_xp_gene_521	LOC100490043-like	ENSMUSG00000022208
mm_xp_gene_522	LOC100490052	ENSMUSG00000052026
mm_xp_gene_523	LOC100490056	ENSMUSG00000040205
mm_xp_gene_524	LOC100490068	ENSMUSG00000031986
mm_xp_gene_525	LOC100490082	ENSMUSG00000046079
mm_xp_gene_526	LOC100490088	ENSMUSG00000068794
mm_xp_gene_527	LOC100490092	ENSMUSG00000039672
mm_xp_gene_528	LOC100490105	ENSMUSG00000033849
mm_xp_gene_529	LOC100490108	ENSMUSG00000034855
mm_xp_gene_530	LOC100490116	ENSMUSG00000024667
mm_xp_gene_531	LOC100490133	ENSMUSG00000095105
mm_xp_gene_532	LOC100490136	ENSMUSG00000054498
mm_xp_gene_533	LOC100490155-like	ENSMUSG00000003865
mm_xp_gene_534	LOC100490177	ENSMUSG00000020014
mm_xp_gene_535	LOC100490187-like	ENSMUSG00000045915
mm_xp_gene_536	LOC100490200	ENSMUSG00000101389
mm_xp_gene_537	LOC100490204-like	ENSMUSG00000005338
mm_xp_gene_538	LOC100490206	ENSMUSG00000038147
mm_xp_gene_539	LOC100490216	ENSMUSG00000027340
mm_xp_gene_540	LOC100490227	ENSMUSG00000070424
mm_xp_gene_541	LOC100490258	ENSMUSG00000064125
mm_xp_gene_542	LOC100490265	ENSMUSG00000040410
mm_xp_gene_543	LOC100490274	ENSMUSG00000034595
mm_xp_gene_544	LOC100490277	ENSMUSG00000029371
mm_xp_gene_545	LOC100490289-like	ENSMUSG00000072235
mm_xp_gene_546	LOC100490291	ENSMUSG00000021647
mm_xp_gene_547	LOC100490306	ENSMUSG00000054498
mm_xp_gene_548	LOC100490310	ENSMUSG00000043157
mm_xp_gene_549	LOC100490314	ENSMUSG00000044594
mm_xp_gene_550	LOC100490314	ENSMUSG00000058017
mm_xp_gene_551	LOC100490314	ENSMUSG00000073602
mm_xp_gene_552	LOC100490314	ENSMUSG00000073601
mm_xp_gene_553	LOC100490320	ENSMUSG00000060332
mm_xp_gene_554	LOC100490322	ENSMUSG00000061981
mm_xp_gene_555	LOC100490325	ENSMUSG00000060012
mm_xp_gene_556	LOC100490338	ENSMUSG00000038507
mm_xp_gene_557	LOC100490346	ENSMUSG00000052273
mm_xp_gene_558	LOC100490356	ENSMUSG00000020178
mm_xp_gene_559	LOC100490358	ENSMUSG00000060708
mm_xp_gene_560	LOC100490363-like	ENSMUSG00000039021
mm_xp_gene_561	LOC100490372	ENSMUSG00000034987
mm_xp_gene_562	LOC100490380-like	ENSMUSG00000042660
mm_xp_gene_563	LOC100490385	ENSMUSG00000038155
mm_xp_gene_564	LOC100490385	ENSMUSG00000060803
mm_xp_gene_565	LOC100490389-like	ENSMUSG00000051675
mm_xp_gene_566	LOC100490418	ENSMUSG00000049608
mm_xp_gene_567	LOC100490423	ENSMUSG00000044150
mm_xp_gene_568	LOC100490426	ENSMUSG00000030093
mm_xp_gene_569	LOC100490428-like	ENSMUSG00000017734
mm_xp_gene_570	LOC100490434-like	ENSMUSG00000046159
mm_xp_gene_571	LOC100490440	ENSMUSG00000062028
mm_xp_gene_572	LOC100490446-like	ENSMUSG00000029073
mm_xp_gene_573	LOC100490448	ENSMUSG00000002847
mm_xp_gene_574	LOC100490462	ENSMUSG00000036611
mm_xp_gene_575	LOC100490464	ENSMUSG00000022836
mm_xp_gene_576	LOC100490477	ENSMUSG00000024087
mm_xp_gene_577	LOC100490479	ENSMUSG00000035932
mm_xp_gene_578	LOC100490487	ENSMUSG00000059956
mm_xp_gene_579	LOC100490491-like	ENSMUSG00000070436
mm_xp_gene_580	LOC100490517	ENSMUSG00000003955
mm_xp_gene_581	LOC100490518-like	ENSMUSG00000045589
mm_xp_gene_582	LOC100490531-like	ENSMUSG00000001120
mm_xp_gene_583	LOC100490541	ENSMUSG00000024855
mm_xp_gene_584	LOC100490554	ENSMUSG00000053797
mm_xp_gene_585	LOC100490556	ENSMUSG00000047821
mm_xp_gene_586	LOC100490614	ENSMUSG00000062028
mm_xp_gene_587	LOC100490616	ENSMUSG00000085111
mm_xp_gene_588	LOC100490626	ENSMUSG00000049929
mm_xp_gene_589	LOC100490639-like	ENSMUSG00000018830
mm_xp_gene_590	LOC100490646	ENSMUSG00000037705
mm_xp_gene_591	LOC100490725	ENSMUSG00000047963
mm_xp_gene_592	LOC100490733-like	ENSMUSG00000010097
mm_xp_gene_593	LOC100490743	ENSMUSG00000024378
mm_xp_gene_594	LOC100490752-like	ENSMUSG00000029507
mm_xp_gene_595	LOC100490770-like	ENSMUSG00000045672
mm_xp_gene_596	LOC100490780	ENSMUSG00000059114
mm_xp_gene_597	LOC100490784	ENSMUSG00000022668
mm_xp_gene_598	LOC100490785	ENSMUSG00000034855
mm_xp_gene_599	LOC100490804	ENSMUSG00000024905
mm_xp_gene_600	LOC100490816	ENSMUSG00000030790
mm_xp_gene_601	LOC100490819	ENSMUSG00000022468
mm_xp_gene_602	LOC100490820	ENSMUSG00000064232
mm_xp_gene_603	LOC100490820	ENSMUSG00000023041
mm_xp_gene_604	LOC100490820	ENSMUSG00000058354
mm_xp_gene_605	LOC100490823	ENSMUSG00000036093
mm_xp_gene_606	LOC100490830	ENSMUSG00000071276
mm_xp_gene_607	LOC100490830	ENSMUSG00000071275
mm_xp_gene_608	LOC100490830	ENSMUSG00000048062
mm_xp_gene_609	LOC100490830	ENSMUSG00000060701
mm_xp_gene_610	LOC100490836	ENSMUSG00000060012
mm_xp_gene_611	LOC100490837-like	ENSMUSG00000018920
mm_xp_gene_612	LOC100490845	ENSMUSG00000032018
mm_xp_gene_613	LOC100490855	ENSMUSG00000054662
mm_xp_gene_614	LOC100490857	ENSMUSG00000038042
mm_xp_gene_615	LOC100490871-like	ENSMUSG00000003545
mm_xp_gene_616	LOC100490876	ENSMUSG00000055137
mm_xp_gene_617	LOC100490882-like	ENSMUSG00000022394
mm_xp_gene_618	LOC100490892-like	ENSMUSG00000052087
mm_xp_gene_619	LOC100490899	ENSMUSG00000053963
mm_xp_gene_620	LOC100490902	ENSMUSG00000028497
mm_xp_gene_621	LOC100490916	ENSMUSG00000032812
mm_xp_gene_622	LOC100490930	ENSMUSG00000074634
mm_xp_gene_623	LOC100490937	ENSMUSG00000022993
mm_xp_gene_624	LOC100490939	ENSMUSG00000004730
mm_xp_gene_625	LOC100490953-like	ENSMUSG00000051378
mm_xp_gene_626	LOC100490959	ENSMUSG00000039616
mm_xp_gene_627	LOC100490960	ENSMUSG00000075033
mm_xp_gene_628	LOC100490989	ENSMUSG00000030577
mm_xp_gene_629	LOC100491002	ENSMUSG00000071276
mm_xp_gene_630	LOC100491002	ENSMUSG00000071275
mm_xp_gene_631	LOC100491002	ENSMUSG00000048062
mm_xp_gene_632	LOC100491002	ENSMUSG00000060701
mm_xp_gene_633	LOC100491003-like	ENSMUSG00000064128
mm_xp_gene_634	LOC100491009	ENSMUSG00000102543
mm_xp_gene_635	LOC100491035	ENSMUSG00000075593
mm_xp_gene_636	LOC100491052	ENSMUSG00000057060
mm_xp_gene_637	LOC100491128	ENSMUSG00000074217
mm_xp_gene_638	LOC100491131	ENSMUSG00000075033
mm_xp_gene_639	LOC100491155	ENSMUSG00000049799
mm_xp_gene_640	LOC100491156-like	ENSMUSG00000029600
mm_xp_gene_641	LOC100491159	ENSMUSG00000075402
mm_xp_gene_642	LOC100491170	ENSMUSG00000071276
mm_xp_gene_643	LOC100491170	ENSMUSG00000071275
mm_xp_gene_644	LOC100491170	ENSMUSG00000048062
mm_xp_gene_645	LOC100491170	ENSMUSG00000060701
mm_xp_gene_646	LOC100491216	ENSMUSG00000060924
mm_xp_gene_647	LOC100491219-like	ENSMUSG00000026526
mm_xp_gene_648	LOC100491227-like	ENSMUSG00000027273
mm_xp_gene_649	LOC100491229	ENSMUSG00000025209
mm_xp_gene_650	LOC100491231	ENSMUSG00000036944
mm_xp_gene_651	LOC100491233	ENSMUSG00000074754
mm_xp_gene_652	LOC100491264-like	ENSMUSG00000035121
mm_xp_gene_653	LOC100491267	ENSMUSG00000095930
mm_xp_gene_654	LOC100491270-like	ENSMUSG00000033342
mm_xp_gene_655	LOC100491278-like	ENSMUSG00000028322
mm_xp_gene_656	LOC100491288	ENSMUSG00000020102
mm_xp_gene_657	LOC100491290	ENSMUSG00000045991
mm_xp_gene_658	LOC100491300	ENSMUSG00000027466
mm_xp_gene_659	LOC100491303	ENSMUSG00000027579
mm_xp_gene_660	LOC100491304	ENSMUSG00000025577
mm_xp_gene_661	LOC100491344	ENSMUSG00000060012
mm_xp_gene_662	LOC100491382	ENSMUSG00000026070
mm_xp_gene_663	LOC100491395	ENSMUSG00000074218
mm_xp_gene_664	LOC100491440-like	ENSMUSG00000022112
mm_xp_gene_665	LOC100491457	ENSMUSG00000011632
mm_xp_gene_666	LOC100491458	ENSMUSG00000047959
mm_xp_gene_667	LOC100491488-like	ENSMUSG00000036087
mm_xp_gene_668	LOC100491504	ENSMUSG00000042190
mm_xp_gene_669	LOC100491517-like	ENSMUSG00000024056
mm_xp_gene_670	LOC100491523-like	ENSMUSG00000040669
mm_xp_gene_671	LOC100491532-like	ENSMUSG00000034022
mm_xp_gene_672	LOC100491533	ENSMUSG00000042286
mm_xp_gene_673	LOC100491537	ENSMUSG00000030232
mm_xp_gene_674	LOC100491545-like	ENSMUSG00000020544
mm_xp_gene_675	LOC100491557-like	ENSMUSG00000017210
mm_xp_gene_676	LOC100491562	ENSMUSG00000020057
mm_xp_gene_677	LOC100491563	ENSMUSG00000006777
mm_xp_gene_678	LOC100491581	ENSMUSG00000030747
mm_xp_gene_679	LOC100491587	ENSMUSG00000030963
mm_xp_gene_680	LOC100491589	ENSMUSG00000028860
mm_xp_gene_681	LOC100491604-like	ENSMUSG00000026637
mm_xp_gene_682	LOC100491613	ENSMUSG00000000103
mm_xp_gene_683	LOC100491613	ENSMUSG00000053211
mm_xp_gene_684	LOC100491626	ENSMUSG00000063239
mm_xp_gene_685	LOC100491629	ENSMUSG00000035678
mm_xp_gene_686	LOC100491657	ENSMUSG00000053368
mm_xp_gene_687	LOC100491668	ENSMUSG00000021116
mm_xp_gene_688	LOC100491687	ENSMUSG00000040490
mm_xp_gene_689	LOC100491693-like	ENSMUSG00000032041
mm_xp_gene_690	LOC100491706-like	ENSMUSG00000078817
mm_xp_gene_691	LOC100491736	ENSMUSG00000035557
mm_xp_gene_692	LOC100491762	ENSMUSG00000052726
mm_xp_gene_693	LOC100491786	ENSMUSG00000029343
mm_xp_gene_694	LOC100491797	ENSMUSG00000044359
mm_xp_gene_695	LOC100491805	ENSMUSG00000048337
mm_xp_gene_696	LOC100491810	ENSMUSG00000054385
mm_xp_gene_697	LOC100491810	ENSMUSG00000074272
mm_xp_gene_698	LOC100491810	ENSMUSG00000054169
mm_xp_gene_699	LOC100491853	ENSMUSG00000020701
mm_xp_gene_700	LOC100491917-like	ENSMUSG00000018412
mm_xp_gene_701	LOC100491937	ENSMUSG00000033498
mm_xp_gene_702	LOC100491939	ENSMUSG00000045174
mm_xp_gene_703	LOC100491943	ENSMUSG00000033386
mm_xp_gene_704	LOC100491945	ENSMUSG00000021967
mm_xp_gene_705	LOC100491949	ENSMUSG00000020090
mm_xp_gene_706	LOC100491955	ENSMUSG00000069227
mm_xp_gene_707	LOC100491969	ENSMUSG00000034573
mm_xp_gene_708	LOC100491976-like	ENSMUSG00000022833
mm_xp_gene_709	LOC100491983	ENSMUSG00000038319
mm_xp_gene_710	LOC100492010	ENSMUSG00000045502
mm_xp_gene_711	LOC100492013	ENSMUSG00000080316
mm_xp_gene_712	LOC100492029	ENSMUSG00000030109
mm_xp_gene_713	LOC100492039	ENSMUSG00000038147
mm_xp_gene_714	LOC100492051	ENSMUSG00000078505
mm_xp_gene_715	LOC100492051	ENSMUSG00000041735
mm_xp_gene_716	LOC100492051	ENSMUSG00000028593
mm_xp_gene_717	LOC100492051	ENSMUSG00000078504
mm_xp_gene_718	LOC100492051	ENSMUSG00000070609
mm_xp_gene_719	LOC100492056	ENSMUSG00000046634
mm_xp_gene_720	LOC100492058	ENSMUSG00000001763
mm_xp_gene_721	LOC100492079-like	ENSMUSG00000055567
mm_xp_gene_722	LOC100492104	ENSMUSG00000035984
mm_xp_gene_723	LOC100492113	ENSMUSG00000033386
mm_xp_gene_724	LOC100492152	ENSMUSG00000024528
mm_xp_gene_725	LOC100492173-like	ENSMUSG00000033487
mm_xp_gene_726	LOC100492187	ENSMUSG00000020661
mm_xp_gene_727	LOC100492192	ENSMUSG00000056260
mm_xp_gene_728	LOC100492205	ENSMUSG00000098132
mm_xp_gene_729	LOC100492231	ENSMUSG00000011877
mm_xp_gene_730	LOC100492237-like	ENSMUSG00000035580
mm_xp_gene_731	LOC100492251-like	ENSMUSG00000017686
mm_xp_gene_732	LOC100492268-like	ENSMUSG00000079737
mm_xp_gene_733	LOC100492268-like	ENSMUSG00000036167
mm_xp_gene_734	LOC100492277-like	ENSMUSG00000032783
mm_xp_gene_735	LOC100492289	ENSMUSG00000034799
mm_xp_gene_736	LOC100492300	ENSMUSG00000032489
mm_xp_gene_737	LOC100492318	ENSMUSG00000031574
mm_xp_gene_738	LOC100492333	ENSMUSG00000051652
mm_xp_gene_739	LOC100492337-like	ENSMUSG00000036760
mm_xp_gene_740	LOC100492349-like	ENSMUSG00000042626
mm_xp_gene_741	LOC100492376	ENSMUSG00000047631
mm_xp_gene_742	LOC100492389	ENSMUSG00000071291
mm_xp_gene_743	LOC100492389	ENSMUSG00000059839
mm_xp_gene_744	LOC100492389	ENSMUSG00000090659
mm_xp_gene_745	LOC100492389	ENSMUSG00000069206
mm_xp_gene_746	LOC100492389	ENSMUSG00000058900
mm_xp_gene_747	LOC100492389	ENSMUSG00000078994
mm_xp_gene_748	LOC100492389	ENSMUSG00000097333
mm_xp_gene_749	LOC100492389	ENSMUSG00000051037
mm_xp_gene_750	LOC100492389	ENSMUSG00000069184
mm_xp_gene_751	LOC100492389	ENSMUSG00000058331
mm_xp_gene_752	LOC100492389	ENSMUSG00000030446
mm_xp_gene_753	LOC100492389	ENSMUSG00000058883
mm_xp_gene_754	LOC100492389	ENSMUSG00000078995
mm_xp_gene_755	LOC100492409	ENSMUSG00000025993
mm_xp_gene_756	LOC100492412-like	ENSMUSG00000029868
mm_xp_gene_757	LOC100492416	ENSMUSG00000078591
mm_xp_gene_758	LOC100492428	ENSMUSG00000026417
mm_xp_gene_759	LOC100492430	ENSMUSG00000025433
mm_xp_gene_760	LOC100492430	ENSMUSG00000025431
mm_xp_gene_761	LOC100492437	ENSMUSG00000043556
mm_xp_gene_762	LOC100492447	ENSMUSG00000050335
mm_xp_gene_763	LOC100492460	ENSMUSG00000020546
mm_xp_gene_764	LOC100492505	ENSMUSG00000041168
mm_xp_gene_765	LOC100492583	ENSMUSG00000024036
mm_xp_gene_766	LOC100492589	ENSMUSG00000045326
mm_xp_gene_767	LOC100492639-like	ENSMUSG00000090122
mm_xp_gene_768	LOC100492667	ENSMUSG00000029134
mm_xp_gene_769	LOC100492670	ENSMUSG00000040624
mm_xp_gene_770	LOC100492679	ENSMUSG00000096146
mm_xp_gene_771	LOC100492690	ENSMUSG00000039155
mm_xp_gene_772	LOC100492713	ENSMUSG00000027643
mm_xp_gene_773	LOC100492739-like	ENSMUSG00000045201
mm_xp_gene_774	LOC100492755-like	ENSMUSG00000006241
mm_xp_gene_775	LOC100492758	ENSMUSG00000024251
mm_xp_gene_776	LOC100492776	ENSMUSG00000045875
mm_xp_gene_777	LOC100492777	ENSMUSG00000014599
mm_xp_gene_778	LOC100492785	ENSMUSG00000022683
mm_xp_gene_779	LOC100492789-like	ENSMUSG00000030319
mm_xp_gene_780	LOC100492804	ENSMUSG00000028677
mm_xp_gene_781	LOC100492822-like	ENSMUSG00000047976
mm_xp_gene_782	LOC100492840-like	ENSMUSG00000016995
mm_xp_gene_783	LOC100492850-like	ENSMUSG00000038406
mm_xp_gene_784	LOC100492870	ENSMUSG00000036123
mm_xp_gene_785	LOC100492872	ENSMUSG00000026390
mm_xp_gene_786	LOC100492884	ENSMUSG00000071856
mm_xp_gene_787	LOC100492888-like	ENSMUSG00000034584
mm_xp_gene_788	LOC100492917	ENSMUSG00000028398
mm_xp_gene_789	LOC100492923	ENSMUSG00000030741
mm_xp_gene_790	LOC100492932-like	ENSMUSG00000070002
mm_xp_gene_791	LOC100492943	ENSMUSG00000050147
mm_xp_gene_792	LOC100492951-like	ENSMUSG00000025511
mm_xp_gene_793	LOC100492954	ENSMUSG00000038677
mm_xp_gene_794	LOC100492955	ENSMUSG00000000628
mm_xp_gene_795	LOC100492960	ENSMUSG00000026778
mm_xp_gene_796	LOC100492979	ENSMUSG00000063882
mm_xp_gene_797	LOC100492982	ENSMUSG00000068329
mm_xp_gene_798	LOC100492986	ENSMUSG00000040724
mm_xp_gene_799	LOC100492996	ENSMUSG00000032528
mm_xp_gene_800	LOC100492997-like	ENSMUSG00000035235
mm_xp_gene_801	LOC100493006	ENSMUSG00000020884
mm_xp_gene_802	LOC100493037	ENSMUSG00000023088
mm_xp_gene_803	LOC100493055	ENSMUSG00000064128
mm_xp_gene_804	LOC100493056	ENSMUSG00000039853
mm_xp_gene_805	LOC100493057	ENSMUSG00000057841
mm_xp_gene_806	LOC100493098	ENSMUSG00000005980
mm_xp_gene_807	LOC100493117	ENSMUSG00000048191
mm_xp_gene_808	LOC100493122-like	ENSMUSG00000049562
mm_xp_gene_809	LOC100493143	ENSMUSG00000020718
mm_xp_gene_810	LOC100493181	ENSMUSG00000003190
mm_xp_gene_811	LOC100493211	ENSMUSG00000027670
mm_xp_gene_812	LOC100493251	ENSMUSG00000067049
mm_xp_gene_813	LOC100493251	ENSMUSG00000056133
mm_xp_gene_814	LOC100493255	ENSMUSG00000071176
mm_xp_gene_815	LOC100493268	ENSMUSG00000024313
mm_xp_gene_816	LOC100493271	ENSMUSG00000045052
mm_xp_gene_817	LOC100493336	ENSMUSG00000063558
mm_xp_gene_818	LOC100493339	ENSMUSG00000021340
mm_xp_gene_819	LOC100493356	ENSMUSG00000037966
mm_xp_gene_820	LOC100493378	ENSMUSG00000042190
mm_xp_gene_821	LOC100493381	ENSMUSG00000014686
mm_xp_gene_822	LOC100493403	ENSMUSG00000032905
mm_xp_gene_823	LOC100493404	ENSMUSG00000001942
mm_xp_gene_824	LOC100493406-like	ENSMUSG00000078817
mm_xp_gene_825	LOC100493411	ENSMUSG00000031196
mm_xp_gene_826	LOC100493414	ENSMUSG00000043621
mm_xp_gene_827	LOC100493424	ENSMUSG00000023913
mm_xp_gene_828	LOC100493425	ENSMUSG00000049154
mm_xp_gene_829	LOC100493426	ENSMUSG00000035211
mm_xp_gene_830	LOC100493452	ENSMUSG00000052407
mm_xp_gene_831	LOC100493453	ENSMUSG00000005672
mm_xp_gene_832	LOC100493471	ENSMUSG00000017765
mm_xp_gene_833	LOC100493473-like	ENSMUSG00000027522
mm_xp_gene_834	LOC100493477	ENSMUSG00000059434
mm_xp_gene_835	LOC100493488	ENSMUSG00000013418
mm_xp_gene_836	LOC100493492	ENSMUSG00000008845
mm_xp_gene_837	LOC100493539	ENSMUSG00000034210
mm_xp_gene_838	LOC100493579-like	ENSMUSG00000022148
mm_xp_gene_839	LOC100493580	ENSMUSG00000058761
mm_xp_gene_840	LOC100493581	ENSMUSG00000031775
mm_xp_gene_841	LOC100493594-like	ENSMUSG00000020154
mm_xp_gene_842	LOC100493599-like	ENSMUSG00000021007
mm_xp_gene_843	LOC100493606	ENSMUSG00000037974
mm_xp_gene_844	LOC100493611-like	ENSMUSG00000030525
mm_xp_gene_845	LOC100493612-like	ENSMUSG00000035864
mm_xp_gene_846	LOC100493634	ENSMUSG00000012114
mm_xp_gene_847	LOC100493636-like	ENSMUSG00000024354
mm_xp_gene_848	LOC100493658	ENSMUSG00000036764
mm_xp_gene_849	LOC100493696-like	ENSMUSG00000022763
mm_xp_gene_850	LOC100493708	ENSMUSG00000036815
mm_xp_gene_851	LOC100493711	ENSMUSG00000041133
mm_xp_gene_852	LOC100493716	ENSMUSG00000042138
mm_xp_gene_853	LOC100493724	ENSMUSG00000020859
mm_xp_gene_854	LOC100493727-like	ENSMUSG00000038838
mm_xp_gene_855	LOC100493735	ENSMUSG00000036962
mm_xp_gene_856	LOC100493764-like	ENSMUSG00000035601
mm_xp_gene_857	LOC100493765	ENSMUSG00000037974
mm_xp_gene_858	LOC100493773	ENSMUSG00000051036
mm_xp_gene_859	LOC100493774-like	ENSMUSG00000020900
mm_xp_gene_860	LOC100493779	ENSMUSG00000004814
mm_xp_gene_861	LOC100493787	ENSMUSG00000000103
mm_xp_gene_862	LOC100493787	ENSMUSG00000053211
mm_xp_gene_863	LOC100493828	ENSMUSG00000022822
mm_xp_gene_864	LOC100493830-like	ENSMUSG00000022419
mm_xp_gene_865	LOC100493838-like	ENSMUSG00000041737
mm_xp_gene_866	LOC100493850	ENSMUSG00000054662
mm_xp_gene_867	LOC100493856	ENSMUSG00000037344
mm_xp_gene_868	LOC100493881	ENSMUSG00000074141
mm_xp_gene_869	LOC100493884	ENSMUSG00000056158
mm_xp_gene_870	LOC100493887	ENSMUSG00000067365
mm_xp_gene_871	LOC100493912	ENSMUSG00000030981
mm_xp_gene_872	LOC100493914	ENSMUSG00000004296
mm_xp_gene_873	LOC100493927	ENSMUSG00000025746
mm_xp_gene_874	LOC100493937	ENSMUSG00000037974
mm_xp_gene_875	LOC100493938-like	ENSMUSG00000034755
mm_xp_gene_876	LOC100493940	ENSMUSG00000045318
mm_xp_gene_877	LOC100493944-like	ENSMUSG00000022679
mm_xp_gene_878	LOC100493950	ENSMUSG00000005054
mm_xp_gene_879	LOC100493952-like	ENSMUSG00000026322
mm_xp_gene_880	LOC100493953	ENSMUSG00000026573
mm_xp_gene_881	LOC100493955	ENSMUSG00000038580
mm_xp_gene_882	LOC100493957	ENSMUSG00000057176
mm_xp_gene_883	LOC100493958	ENSMUSG00000030579
mm_xp_gene_884	LOC100493989	ENSMUSG00000032739
mm_xp_gene_885	LOC100494007	ENSMUSG00000047298
mm_xp_gene_886	LOC100494099	ENSMUSG00000050222
mm_xp_gene_887	LOC100494108	ENSMUSG00000020629
mm_xp_gene_888	LOC100494131	ENSMUSG00000020052
mm_xp_gene_889	LOC100494135	ENSMUSG00000036864
mm_xp_gene_890	LOC100494139	ENSMUSG00000075033
mm_xp_gene_891	LOC100494152	ENSMUSG00000031700
mm_xp_gene_892	LOC100494180	ENSMUSG00000047361
mm_xp_gene_893	LOC100494186	ENSMUSG00000024924
mm_xp_gene_894	LOC100494196	ENSMUSG00000052821
mm_xp_gene_895	LOC100494239	ENSMUSG00000027374
mm_xp_gene_896	LOC100494267	ENSMUSG00000040147
mm_xp_gene_897	LOC100494278-like	ENSMUSG00000052920
mm_xp_gene_898	LOC100494280	ENSMUSG00000037974
mm_xp_gene_899	LOC100494288	ENSMUSG00000061411
mm_xp_gene_900	LOC100494299	ENSMUSG00000075033
mm_xp_gene_901	LOC100494328	ENSMUSG00000031217
mm_xp_gene_902	LOC100494341	ENSMUSG00000014158
mm_xp_gene_903	LOC100494358	ENSMUSG00000046312
mm_xp_gene_904	LOC100494380	ENSMUSG00000037579
mm_xp_gene_905	LOC100494383	ENSMUSG00000037979
mm_xp_gene_906	LOC100494399	ENSMUSG00000046178
mm_xp_gene_907	LOC100494403	ENSMUSG00000037214
mm_xp_gene_908	LOC100494408	ENSMUSG00000001700
mm_xp_gene_909	LOC100494418	ENSMUSG00000063268
mm_xp_gene_910	LOC100494440	ENSMUSG00000024887
mm_xp_gene_911	LOC100494450	ENSMUSG00000035547
mm_xp_gene_912	LOC100494455	ENSMUSG00000094121
mm_xp_gene_913	LOC100494455	ENSMUSG00000096271
mm_xp_gene_914	LOC100494455	ENSMUSG00000073878
mm_xp_gene_915	LOC100494455	ENSMUSG00000095675
mm_xp_gene_916	LOC100494455	ENSMUSG00000096596
mm_xp_gene_917	LOC100494455	ENSMUSG00000096873
