zf_xp_gene	xp_gene	zf_gene
zf_xp_gene_475	LOC100490227	ENSDARG00000079185
zf_xp_gene_476	LOC100490227	ENSDARG00000111323
zf_xp_gene_477	LOC100490258	ENSDARG00000069595
zf_xp_gene_478	LOC100490265	ENSDARG00000026941
zf_xp_gene_479	LOC100490274	ENSDARG00000071251
zf_xp_gene_480	LOC100490289-like	ENSDARG00000001889
zf_xp_gene_481	LOC100490291	ENSDARG00000070930
zf_xp_gene_482	LOC100490320	ENSDARG00000033104
zf_xp_gene_483	LOC100490320	ENSDARG00000030311
zf_xp_gene_484	LOC100490322	ENSDARG00000004830
zf_xp_gene_485	LOC100490322	ENSDARG00000069774
zf_xp_gene_486	LOC100490325	ENSDARG00000079731
zf_xp_gene_487	LOC100490325	ENSDARG00000073859
zf_xp_gene_488	LOC100490346	ENSDARG00000068468
zf_xp_gene_489	LOC100490356	ENSDARG00000033706
zf_xp_gene_490	LOC100490358	ENSDARG00000007597
zf_xp_gene_491	LOC100490363-like	ENSDARG00000104035
zf_xp_gene_492	LOC100490370	ENSDARG00000077688
zf_xp_gene_493	LOC100490380-like	ENSDARG00000007217
zf_xp_gene_494	LOC100490389-like	ENSDARG00000102505
zf_xp_gene_495	LOC100490423	ENSDARG00000001829
zf_xp_gene_496	LOC100490426	ENSDARG00000044827
zf_xp_gene_497	LOC100490428-like	ENSDARG00000074904
zf_xp_gene_498	LOC100490434-like	ENSDARG00000071298
zf_xp_gene_499	LOC100490434-like	ENSDARG00000071091
zf_xp_gene_500	LOC100490440	ENSDARG00000092249
zf_xp_gene_501	LOC100490440	ENSDARG00000070774
zf_xp_gene_502	LOC100490440	ENSDARG00000062828
zf_xp_gene_503	LOC100490440	ENSDARG00000062820
zf_xp_gene_504	LOC100490446-like	ENSDARG00000052537
zf_xp_gene_505	LOC100490448	ENSDARG00000102176
zf_xp_gene_506	LOC100490462	ENSDARG00000071116
zf_xp_gene_507	LOC100490464	ENSDARG00000034801
zf_xp_gene_508	LOC100490464	ENSDARG00000004753
zf_xp_gene_509	LOC100490477	ENSDARG00000068934
zf_xp_gene_510	LOC100490491-like	ENSDARG00000019949
zf_xp_gene_511	LOC100490491-like	ENSDARG00000075954
zf_xp_gene_512	LOC100490494	ENSDARG00000036728
zf_xp_gene_513	LOC100490517	ENSDARG00000063344
zf_xp_gene_514	LOC100490518-like	ENSDARG00000103940
zf_xp_gene_515	LOC100490541	ENSDARG00000044556
zf_xp_gene_516	LOC100490556	ENSDARG00000010673
zf_xp_gene_517	LOC100490614	ENSDARG00000092249
zf_xp_gene_518	LOC100490614	ENSDARG00000070774
zf_xp_gene_519	LOC100490614	ENSDARG00000062828
zf_xp_gene_520	LOC100490614	ENSDARG00000062820
zf_xp_gene_521	LOC100490622	ENSDARG00000001463
zf_xp_gene_522	LOC100490626	ENSDARG00000089824
zf_xp_gene_523	LOC100490639-like	ENSDARG00000009782
zf_xp_gene_524	LOC100490639-like	ENSDARG00000100972
zf_xp_gene_525	LOC100490646	ENSDARG00000059558
zf_xp_gene_526	LOC100490664	ENSDARG00000036728
zf_xp_gene_527	LOC100490725	ENSDARG00000098408
zf_xp_gene_528	LOC100490733-like	ENSDARG00000086017
zf_xp_gene_529	LOC100490733-like	ENSDARG00000055076
zf_xp_gene_530	LOC100490743	ENSDARG00000102477
zf_xp_gene_531	LOC100490752-like	ENSDARG00000045562
zf_xp_gene_532	LOC100490780	ENSDARG00000060062
zf_xp_gene_533	LOC100490784	ENSDARG00000075033
zf_xp_gene_534	LOC100490816	ENSDARG00000015263
zf_xp_gene_535	LOC100490819	ENSDARG00000044204
zf_xp_gene_536	LOC100490823	ENSDARG00000018627
zf_xp_gene_537	LOC100490830	ENSDARG00000036728
zf_xp_gene_538	LOC100490836	ENSDARG00000079731
zf_xp_gene_539	LOC100490836	ENSDARG00000073859
zf_xp_gene_540	LOC100490845	ENSDARG00000044642
zf_xp_gene_541	LOC100490857	ENSDARG00000042387
zf_xp_gene_542	LOC100490871-like	ENSDARG00000055751
zf_xp_gene_543	LOC100490876	ENSDARG00000102341
zf_xp_gene_544	LOC100490882-like	ENSDARG00000056079
zf_xp_gene_545	LOC100490902	ENSDARG00000102221
zf_xp_gene_546	LOC100490913-like	ENSDARG00000053474
zf_xp_gene_547	LOC100490960	ENSDARG00000061690
zf_xp_gene_548	LOC100490989	ENSDARG00000114678
zf_xp_gene_549	LOC100490989	ENSDARG00000041828
zf_xp_gene_550	LOC100490989	ENSDARG00000020812
zf_xp_gene_551	LOC100490989	ENSDARG00000090038
zf_xp_gene_552	LOC100490989	ENSDARG00000077337
zf_xp_gene_553	LOC100490989	ENSDARG00000090277
zf_xp_gene_554	LOC100491002	ENSDARG00000036728
zf_xp_gene_555	LOC100491003-like	ENSDARG00000018121
zf_xp_gene_556	LOC100491035	ENSDARG00000079712
zf_xp_gene_557	LOC100491052	ENSDARG00000075909
zf_xp_gene_558	LOC100491052	ENSDARG00000059850
zf_xp_gene_559	LOC100491128	ENSDARG00000090793
zf_xp_gene_560	LOC100491131	ENSDARG00000061690
zf_xp_gene_561	LOC100491170	ENSDARG00000036728
zf_xp_gene_562	LOC100491219-like	ENSDARG00000075132
zf_xp_gene_563	LOC100491227-like	ENSDARG00000058117
zf_xp_gene_564	LOC100491227-like	ENSDARG00000020609
zf_xp_gene_565	LOC100491231	ENSDARG00000079784
zf_xp_gene_566	LOC100491270-like	ENSDARG00000101348
zf_xp_gene_567	LOC100491270-like	ENSDARG00000057209
zf_xp_gene_568	LOC100491278-like	ENSDARG00000098334
zf_xp_gene_569	LOC100491290	ENSDARG00000090387
zf_xp_gene_570	LOC100491300	ENSDARG00000031954
zf_xp_gene_571	LOC100491303	ENSDARG00000077783
zf_xp_gene_572	LOC100491304	ENSDARG00000044938
zf_xp_gene_573	LOC100491344	ENSDARG00000079731
zf_xp_gene_574	LOC100491344	ENSDARG00000073859
zf_xp_gene_575	LOC100491440-like	ENSDARG00000103647
zf_xp_gene_576	LOC100491457	ENSDARG00000086337
zf_xp_gene_577	LOC100491457	ENSDARG00000101786
zf_xp_gene_578	LOC100491488-like	ENSDARG00000032114
zf_xp_gene_579	LOC100491504	ENSDARG00000097816
zf_xp_gene_580	LOC100491504	ENSDARG00000097840
zf_xp_gene_581	LOC100491504	ENSDARG00000090890
zf_xp_gene_582	LOC100491504	ENSDARG00000076710
zf_xp_gene_583	LOC100491504	ENSDARG00000053928
zf_xp_gene_584	LOC100491504	ENSDARG00000053938
zf_xp_gene_585	LOC100491517-like	ENSDARG00000071694
zf_xp_gene_586	LOC100491532-like	ENSDARG00000034178
zf_xp_gene_587	LOC100491533	ENSDARG00000076484
zf_xp_gene_588	LOC100491537	ENSDARG00000006038
zf_xp_gene_589	LOC100491545-like	ENSDARG00000061004
zf_xp_gene_590	LOC100491557-like	ENSDARG00000099431
zf_xp_gene_591	LOC100491562	ENSDARG00000045561
zf_xp_gene_592	LOC100491581	ENSDARG00000018846
zf_xp_gene_593	LOC100491589	ENSDARG00000070094
zf_xp_gene_594	LOC100491613	ENSDARG00000098424
zf_xp_gene_595	LOC100491613	ENSDARG00000074453
zf_xp_gene_596	LOC100491626	ENSDARG00000040156
zf_xp_gene_597	LOC100491657	ENSDARG00000032820
zf_xp_gene_598	LOC100491657	ENSDARG00000019660
zf_xp_gene_599	LOC100491668	ENSDARG00000005827
zf_xp_gene_600	LOC100491668	ENSDARG00000052178
zf_xp_gene_601	LOC100491687	ENSDARG00000077489
zf_xp_gene_602	LOC100491693-like	ENSDARG00000074371
zf_xp_gene_603	LOC100491762	ENSDARG00000075812
zf_xp_gene_604	LOC100491786	ENSDARG00000068507
zf_xp_gene_605	LOC100491853	ENSDARG00000090830
zf_xp_gene_606	LOC100491917-like	ENSDARG00000090895
zf_xp_gene_607	LOC100491917-like	ENSDARG00000088238
zf_xp_gene_608	LOC100491939	ENSDARG00000095819
zf_xp_gene_609	LOC100491943	ENSDARG00000076183
zf_xp_gene_610	LOC100491945	ENSDARG00000007285
zf_xp_gene_611	LOC100491969	ENSDARG00000103699
zf_xp_gene_612	LOC100491976-like	ENSDARG00000098734
zf_xp_gene_613	LOC100491983	ENSDARG00000029881
zf_xp_gene_614	LOC100492051	ENSDARG00000093687
zf_xp_gene_615	LOC100492058	ENSDARG00000004497
zf_xp_gene_616	LOC100492079-like	ENSDARG00000098290
zf_xp_gene_617	LOC100492104	ENSDARG00000041617
zf_xp_gene_618	LOC100492113	ENSDARG00000076183
zf_xp_gene_619	LOC100492152	ENSDARG00000075323
zf_xp_gene_620	LOC100492173-like	ENSDARG00000105503
zf_xp_gene_621	LOC100492177-like	ENSDARG00000026771
zf_xp_gene_622	LOC100492187	ENSDARG00000015566
zf_xp_gene_623	LOC100492187	ENSDARG00000005394
zf_xp_gene_624	LOC100492192	ENSDARG00000069696
zf_xp_gene_625	LOC100492231	ENSDARG00000039489
zf_xp_gene_626	LOC100492237-like	ENSDARG00000062640
zf_xp_gene_627	LOC100492251-like	ENSDARG00000099996
zf_xp_gene_628	LOC100492251-like	ENSDARG00000103313
zf_xp_gene_629	LOC100492268-like	ENSDARG00000045692
zf_xp_gene_630	LOC100492277-like	ENSDARG00000094977
zf_xp_gene_631	LOC100492289	ENSDARG00000061829
zf_xp_gene_632	LOC100492318	ENSDARG00000006137
zf_xp_gene_633	LOC100492333	ENSDARG00000078415
zf_xp_gene_634	LOC100492337-like	ENSDARG00000104563
zf_xp_gene_635	LOC100492349-like	ENSDARG00000075437
zf_xp_gene_636	LOC100492376	ENSDARG00000090980
zf_xp_gene_637	LOC100492409	ENSDARG00000000241
zf_xp_gene_638	LOC100492412-like	ENSDARG00000014496
zf_xp_gene_639	LOC100492416	ENSDARG00000052648
zf_xp_gene_640	LOC100492437	ENSDARG00000062251
zf_xp_gene_641	LOC100492442-like	ENSDARG00000063197
zf_xp_gene_642	LOC100492447	ENSDARG00000077850
zf_xp_gene_643	LOC100492460	ENSDARG00000076997
zf_xp_gene_644	LOC100492505	ENSDARG00000102765
zf_xp_gene_645	LOC100492514	ENSDARG00000088650
zf_xp_gene_646	LOC100492583	ENSDARG00000086103
zf_xp_gene_647	LOC100492589	ENSDARG00000077096
zf_xp_gene_648	LOC100492667	ENSDARG00000091633
zf_xp_gene_649	LOC100492679	ENSDARG00000051880
zf_xp_gene_650	LOC100492690	ENSDARG00000078404
zf_xp_gene_651	LOC100492713	ENSDARG00000069481
zf_xp_gene_652	LOC100492739-like	ENSDARG00000063215
zf_xp_gene_653	LOC100492758	ENSDARG00000053082
zf_xp_gene_654	LOC100492776	ENSDARG00000028725
zf_xp_gene_655	LOC100492777	ENSDARG00000068263
zf_xp_gene_656	LOC100492777	ENSDARG00000075343
zf_xp_gene_657	LOC100492785	ENSDARG00000099344
zf_xp_gene_658	LOC100492789-like	ENSDARG00000005749
zf_xp_gene_659	LOC100492804	ENSDARG00000060929
zf_xp_gene_660	LOC100492804	ENSDARG00000075183
zf_xp_gene_661	LOC100492822-like	ENSDARG00000062942
zf_xp_gene_662	LOC100492840-like	ENSDARG00000015947
zf_xp_gene_663	LOC100492850-like	ENSDARG00000054010
zf_xp_gene_664	LOC100492870	ENSDARG00000036722
zf_xp_gene_665	LOC100492870	ENSDARG00000058498
zf_xp_gene_666	LOC100492884	ENSDARG00000105237
zf_xp_gene_667	LOC100492923	ENSDARG00000011925
zf_xp_gene_668	LOC100492932-like	ENSDARG00000000568
zf_xp_gene_669	LOC100492943	ENSDARG00000079399
zf_xp_gene_670	LOC100492951-like	ENSDARG00000089354
zf_xp_gene_671	LOC100492954	ENSDARG00000011490
zf_xp_gene_672	LOC100492955	ENSDARG00000101482
zf_xp_gene_673	LOC100492960	ENSDARG00000034173
zf_xp_gene_674	LOC100492979	ENSDARG00000059128
zf_xp_gene_675	LOC100492982	ENSDARG00000094741
zf_xp_gene_676	LOC100492982	ENSDARG00000092133
zf_xp_gene_677	LOC100492982	ENSDARG00000094403
zf_xp_gene_678	LOC100492986	ENSDARG00000102064
zf_xp_gene_679	LOC100492996	ENSDARG00000059058
zf_xp_gene_680	LOC100492997-like	ENSDARG00000010010
zf_xp_gene_681	LOC100493037	ENSDARG00000104719
zf_xp_gene_682	LOC100493055	ENSDARG00000018121
zf_xp_gene_683	LOC100493098	ENSDARG00000012539
zf_xp_gene_684	LOC100493122-like	ENSDARG00000078805
zf_xp_gene_685	LOC100493143	ENSDARG00000074933
zf_xp_gene_686	LOC100493181	ENSDARG00000090625
zf_xp_gene_687	LOC100493184	ENSDARG00000076830
zf_xp_gene_688	LOC100493211	ENSDARG00000022139
zf_xp_gene_689	LOC100493251	ENSDARG00000041554
zf_xp_gene_690	LOC100493255	ENSDARG00000077788
zf_xp_gene_691	LOC100493268	ENSDARG00000037533
zf_xp_gene_692	LOC100493336	ENSDARG00000020054
zf_xp_gene_693	LOC100493356	ENSDARG00000103663
zf_xp_gene_694	LOC100493378	ENSDARG00000097816
zf_xp_gene_695	LOC100493378	ENSDARG00000097840
zf_xp_gene_696	LOC100493378	ENSDARG00000090890
zf_xp_gene_697	LOC100493378	ENSDARG00000076710
zf_xp_gene_698	LOC100493378	ENSDARG00000053928
zf_xp_gene_699	LOC100493378	ENSDARG00000053938
zf_xp_gene_700	LOC100493403	ENSDARG00000069545
zf_xp_gene_701	LOC100493404	ENSDARG00000040527
zf_xp_gene_702	LOC100493414	ENSDARG00000052535
zf_xp_gene_703	LOC100493424	ENSDARG00000003584
zf_xp_gene_704	LOC100493425	ENSDARG00000087144
zf_xp_gene_705	LOC100493426	ENSDARG00000089578
zf_xp_gene_706	LOC100493453	ENSDARG00000056133
zf_xp_gene_707	LOC100493453	ENSDARG00000043317
zf_xp_gene_708	LOC100493471	ENSDARG00000014378
zf_xp_gene_709	LOC100493473-like	ENSDARG00000003307
zf_xp_gene_710	LOC100493488	ENSDARG00000070605
zf_xp_gene_711	LOC100493488	ENSDARG00000094579
zf_xp_gene_712	LOC100493580	ENSDARG00000042825
zf_xp_gene_713	LOC100493581	ENSDARG00000062756
zf_xp_gene_714	LOC100493599-like	ENSDARG00000075898
zf_xp_gene_715	LOC100493611-like	ENSDARG00000101702
zf_xp_gene_716	LOC100493612-like	ENSDARG00000030614
zf_xp_gene_717	LOC100493612-like	ENSDARG00000042350
zf_xp_gene_718	LOC100493634	ENSDARG00000014292
zf_xp_gene_719	LOC100493636-like	ENSDARG00000015033
zf_xp_gene_720	LOC100493658	ENSDARG00000086691
zf_xp_gene_721	LOC100493696-like	ENSDARG00000062780
zf_xp_gene_722	LOC100493711	ENSDARG00000055754
zf_xp_gene_723	LOC100493711	ENSDARG00000058203
zf_xp_gene_724	LOC100493716	ENSDARG00000079474
zf_xp_gene_725	LOC100493724	ENSDARG00000078142
zf_xp_gene_726	LOC100493724	ENSDARG00000074531
zf_xp_gene_727	LOC100493727-like	ENSDARG00000056717
zf_xp_gene_728	LOC100493735	ENSDARG00000087107
zf_xp_gene_729	LOC100493764-like	ENSDARG00000060176
zf_xp_gene_730	LOC100493774-like	ENSDARG00000000103
zf_xp_gene_731	LOC100493779	ENSDARG00000103466
zf_xp_gene_732	LOC100493779	ENSDARG00000070378
zf_xp_gene_733	LOC100493787	ENSDARG00000098424
zf_xp_gene_734	LOC100493787	ENSDARG00000074453
zf_xp_gene_735	LOC100493828	ENSDARG00000061233
zf_xp_gene_736	LOC100493830-like	ENSDARG00000040930
zf_xp_gene_737	LOC100493838-like	ENSDARG00000056239
zf_xp_gene_738	LOC100493856	ENSDARG00000060366
zf_xp_gene_739	LOC100493881	ENSDARG00000030478
zf_xp_gene_740	LOC100493881	ENSDARG00000092976
zf_xp_gene_741	LOC100493881	ENSDARG00000023712
zf_xp_gene_742	LOC100493884	ENSDARG00000052644
zf_xp_gene_743	LOC100493912	ENSDARG00000112495
zf_xp_gene_744	LOC100493914	ENSDARG00000033727
zf_xp_gene_745	LOC100493914	ENSDARG00000054542
zf_xp_gene_746	LOC100493940	ENSDARG00000069669
zf_xp_gene_747	LOC100493944-like	ENSDARG00000104457
zf_xp_gene_748	LOC100493950	ENSDARG00000028164
zf_xp_gene_749	LOC100493950	ENSDARG00000045352
zf_xp_gene_750	LOC100493952-like	ENSDARG00000061940
zf_xp_gene_751	LOC100493957	ENSDARG00000096777
zf_xp_gene_752	LOC100493958	ENSDARG00000094894
zf_xp_gene_753	LOC100493959-like	ENSDARG00000091266
zf_xp_gene_754	LOC100493959-like	ENSDARG00000100828
zf_xp_gene_755	LOC100493959-like	ENSDARG00000093078
zf_xp_gene_756	LOC100493959-like	ENSDARG00000069432
zf_xp_gene_757	LOC100493959-like	ENSDARG00000077468
zf_xp_gene_758	LOC100493959-like	ENSDARG00000058638
zf_xp_gene_759	LOC100493959-like	ENSDARG00000079075
zf_xp_gene_760	LOC100494007	ENSDARG00000076644
zf_xp_gene_761	LOC100494007	ENSDARG00000062906
zf_xp_gene_762	LOC100494099	ENSDARG00000010700
zf_xp_gene_763	LOC100494108	ENSDARG00000020448
zf_xp_gene_764	LOC100494131	ENSDARG00000038386
zf_xp_gene_765	LOC100494135	ENSDARG00000097591
zf_xp_gene_766	LOC100494139	ENSDARG00000061690
zf_xp_gene_767	LOC100494152	ENSDARG00000012199
zf_xp_gene_768	LOC100494186	ENSDARG00000006257
zf_xp_gene_769	LOC100494196	ENSDARG00000058246
zf_xp_gene_770	LOC100494239	ENSDARG00000062209
zf_xp_gene_771	LOC100494267	ENSDARG00000030478
zf_xp_gene_772	LOC100494267	ENSDARG00000092976
zf_xp_gene_773	LOC100494267	ENSDARG00000023712
zf_xp_gene_774	LOC100494278-like	ENSDARG00000031702
zf_xp_gene_775	LOC100494288	ENSDARG00000037607
zf_xp_gene_776	LOC100494299	ENSDARG00000061690
zf_xp_gene_777	LOC100494328	ENSDARG00000007723
zf_xp_gene_778	LOC100494341	ENSDARG00000061941
zf_xp_gene_779	LOC100494358	ENSDARG00000104260
zf_xp_gene_780	LOC100494383	ENSDARG00000041750
zf_xp_gene_781	LOC100494399	ENSDARG00000033447
zf_xp_gene_782	LOC100494418	ENSDARG00000087145
zf_xp_gene_783	LOC100494440	ENSDARG00000012829
zf_xp_gene_784	LOC100494450	ENSDARG00000103317
zf_xp_gene_785	LOC100494450	ENSDARG00000069748
zf_xp_gene_786	LOC100494462	ENSDARG00000061690
zf_xp_gene_787	LOC100494473	ENSDARG00000004094
zf_xp_gene_788	LOC100494478	ENSDARG00000100002
zf_xp_gene_789	LOC100494487	ENSDARG00000061177
zf_xp_gene_790	LOC100494487	ENSDARG00000056065
zf_xp_gene_791	LOC100494487	ENSDARG00000015829
zf_xp_gene_792	LOC100494491	ENSDARG00000019312
zf_xp_gene_793	LOC100494491	ENSDARG00000036501
zf_xp_gene_794	LOC100494497	ENSDARG00000060805
zf_xp_gene_795	LOC100494497	ENSDARG00000060326
zf_xp_gene_796	LOC100494502	ENSDARG00000061941
zf_xp_gene_797	LOC100494504	ENSDARG00000058357
zf_xp_gene_798	LOC100494504	ENSDARG00000015589
zf_xp_gene_799	LOC100494506-like	ENSDARG00000104431
zf_xp_gene_800	LOC100494506-like	ENSDARG00000043148
zf_xp_gene_801	LOC100494536	ENSDARG00000053026
zf_xp_gene_802	LOC100494562	ENSDARG00000091042
zf_xp_gene_803	LOC100494563	ENSDARG00000043442
zf_xp_gene_804	LOC100494567-like	ENSDARG00000002299
zf_xp_gene_805	LOC100494676	ENSDARG00000104834
zf_xp_gene_806	LOC100494722	ENSDARG00000078567
zf_xp_gene_807	LOC100494735	ENSDARG00000079766
zf_xp_gene_808	LOC100494754	ENSDARG00000067593
zf_xp_gene_809	LOC100494783	ENSDARG00000053956
zf_xp_gene_810	LOC100494784	ENSDARG00000068279
zf_xp_gene_811	LOC100494786	ENSDARG00000036773
zf_xp_gene_812	LOC100494786	ENSDARG00000037425
zf_xp_gene_813	LOC100494786	ENSDARG00000055589
zf_xp_gene_814	LOC100494804	ENSDARG00000104702
zf_xp_gene_815	LOC100494811	ENSDARG00000061049
zf_xp_gene_816	LOC100494812-like	ENSDARG00000102111
zf_xp_gene_817	LOC100494817	ENSDARG00000061941
zf_xp_gene_818	LOC100494823	ENSDARG00000116863
zf_xp_gene_819	LOC100494823	ENSDARG00000088247
zf_xp_gene_820	LOC100494827	ENSDARG00000061841
zf_xp_gene_821	LOC100494840-like	ENSDARG00000070726
zf_xp_gene_822	LOC100494840-like	ENSDARG00000012297
zf_xp_gene_823	LOC100494853	ENSDARG00000040492
zf_xp_gene_824	LOC100494853	ENSDARG00000018266
zf_xp_gene_825	LOC100494858	ENSDARG00000034173
zf_xp_gene_826	LOC100494861-like	ENSDARG00000057890
zf_xp_gene_827	LOC100494873	ENSDARG00000021566
zf_xp_gene_828	LOC100494891	ENSDARG00000086746
zf_xp_gene_829	LOC100494894	ENSDARG00000099708
zf_xp_gene_830	LOC100494896	ENSDARG00000062446
zf_xp_gene_831	LOC100494904-like	ENSDARG00000021220
zf_xp_gene_832	LOC100494916-like	ENSDARG00000075395
zf_xp_gene_833	LOC100494928	ENSDARG00000032237
zf_xp_gene_834	LOC100494937	ENSDARG00000079712
zf_xp_gene_835	LOC100494942	ENSDARG00000011510
zf_xp_gene_836	LOC100494945	ENSDARG00000057598
zf_xp_gene_837	LOC100494968	ENSDARG00000055632
zf_xp_gene_838	LOC100494970	ENSDARG00000070651
zf_xp_gene_839	LOC100494970	ENSDARG00000009208
zf_xp_gene_840	LOC100494984	ENSDARG00000091042
zf_xp_gene_841	LOC100494987-like	ENSDARG00000061841
zf_xp_gene_842	LOC100495011	ENSDARG00000015765
zf_xp_gene_843	LOC100495015	ENSDARG00000091573
zf_xp_gene_844	LOC100495028	ENSDARG00000035810
zf_xp_gene_845	LOC100495047	ENSDARG00000102406
zf_xp_gene_846	LOC100495060	ENSDARG00000095457
zf_xp_gene_847	LOC100495090	ENSDARG00000103317
zf_xp_gene_848	LOC100495090	ENSDARG00000069748
zf_xp_gene_849	LOC100495117-like	ENSDARG00000091754
zf_xp_gene_850	LOC100495118	ENSDARG00000034173
zf_xp_gene_851	LOC100495122	ENSDARG00000014946
zf_xp_gene_852	LOC100495123	ENSDARG00000061697
zf_xp_gene_853	LOC100495139	ENSDARG00000059053
zf_xp_gene_854	LOC100495146-like	ENSDARG00000056427
zf_xp_gene_855	LOC100495161	ENSDARG00000078245
zf_xp_gene_856	LOC100495161	ENSDARG00000062711
zf_xp_gene_857	LOC100495163	ENSDARG00000058351
zf_xp_gene_858	LOC100495195	ENSDARG00000088439
zf_xp_gene_859	LOC100495196	ENSDARG00000021984
zf_xp_gene_860	LOC100495218-like	ENSDARG00000100854
zf_xp_gene_861	LOC100495227	ENSDARG00000043658
zf_xp_gene_862	LOC100495237	ENSDARG00000056554
zf_xp_gene_863	LOC100495245	ENSDARG00000057736
zf_xp_gene_864	LOC100495280	ENSDARG00000070868
zf_xp_gene_865	LOC100495287	ENSDARG00000055559
zf_xp_gene_866	LOC100495307	ENSDARG00000060058
zf_xp_gene_867	LOC100495309-like	ENSDARG00000068369
zf_xp_gene_868	LOC100495315	ENSDARG00000076834
zf_xp_gene_869	LOC100495318-like	ENSDARG00000042840
zf_xp_gene_870	LOC100495323	ENSDARG00000062129
zf_xp_gene_871	LOC100495323	ENSDARG00000062222
zf_xp_gene_872	LOC100495334	ENSDARG00000097485
zf_xp_gene_873	LOC100495335	ENSDARG00000035883
zf_xp_gene_874	LOC100495347	ENSDARG00000088693
zf_xp_gene_875	LOC100495353	ENSDARG00000068262
zf_xp_gene_876	LOC100495360	ENSDARG00000092696
zf_xp_gene_877	LOC100495360	ENSDARG00000002347
zf_xp_gene_878	LOC100495369	ENSDARG00000037570
zf_xp_gene_879	LOC100495392	ENSDARG00000093658
zf_xp_gene_880	LOC100495394	ENSDARG00000104005
zf_xp_gene_881	LOC100495411-like	ENSDARG00000098237
zf_xp_gene_882	LOC100495429	ENSDARG00000020054
zf_xp_gene_883	LOC100495442	ENSDARG00000007171
zf_xp_gene_884	LOC100495450	ENSDARG00000013434
zf_xp_gene_885	LOC100495462	ENSDARG00000063009
zf_xp_gene_886	LOC100495479-like	ENSDARG00000054533
zf_xp_gene_887	LOC100495486	ENSDARG00000033840
zf_xp_gene_888	LOC100495579	ENSDARG00000012306
zf_xp_gene_889	LOC100495634	ENSDARG00000058719
zf_xp_gene_890	LOC100495640	ENSDARG00000034757
zf_xp_gene_891	LOC100495642-like	ENSDARG00000071004
zf_xp_gene_892	LOC100495666	ENSDARG00000054255
zf_xp_gene_893	LOC100495696-like	ENSDARG00000076805
zf_xp_gene_894	LOC100495698-like	ENSDARG00000033020
zf_xp_gene_895	LOC100495712	ENSDARG00000005894
zf_xp_gene_896	LOC100495715	ENSDARG00000109502
zf_xp_gene_897	LOC100495727	ENSDARG00000062457
zf_xp_gene_898	LOC100495736	ENSDARG00000034173
zf_xp_gene_899	LOC100495760	ENSDARG00000010728
zf_xp_gene_900	LOC100495796-like	ENSDARG00000058719
zf_xp_gene_901	LOC100495841	ENSDARG00000001771
zf_xp_gene_902	LOC100495852	ENSDARG00000037390
zf_xp_gene_903	LOC100495860	ENSDARG00000062374
zf_xp_gene_904	LOC100495877	ENSDARG00000005894
zf_xp_gene_905	LOC100495886	ENSDARG00000076830
zf_xp_gene_906	LOC100495897-like	ENSDARG00000015110
zf_xp_gene_907	LOC100495965-like	ENSDARG00000061304
zf_xp_gene_908	LOC100495969	ENSDARG00000024101
zf_xp_gene_909	LOC100495973	ENSDARG00000101917
zf_xp_gene_910	LOC100495982	ENSDARG00000045554
zf_xp_gene_911	LOC100495985-like	ENSDARG00000071871
zf_xp_gene_912	LOC100496008	ENSDARG00000074245
zf_xp_gene_913	LOC100496014-like	ENSDARG00000101917
zf_xp_gene_914	LOC100496031-like	ENSDARG00000098461
zf_xp_gene_915	LOC100496040-like	ENSDARG00000096310
zf_xp_gene_916	LOC100496059	ENSDARG00000068279
zf_xp_gene_917	LOC100496075	ENSDARG00000076189
zf_xp_gene_918	LOC100496094	ENSDARG00000041083
zf_xp_gene_919	LOC100496101	ENSDARG00000075641
zf_xp_gene_920	LOC100496110	ENSDARG00000069324
zf_xp_gene_921	LOC100496116	ENSDARG00000011885
zf_xp_gene_922	LOC100496142	ENSDARG00000070056
zf_xp_gene_923	LOC100496142	ENSDARG00000075694
zf_xp_gene_924	LOC100496158-like	ENSDARG00000103019
zf_xp_gene_925	LOC100496161	ENSDARG00000035556
zf_xp_gene_926	LOC100496161	ENSDARG00000057927
zf_xp_gene_927	LOC100496174	ENSDARG00000006522
zf_xp_gene_928	LOC100496184	ENSDARG00000090664
zf_xp_gene_929	LOC100496215	ENSDARG00000034940
zf_xp_gene_930	LOC100496215	ENSDARG00000026248
zf_xp_gene_931	LOC100496216	ENSDARG00000074812
zf_xp_gene_932	LOC100496216	ENSDARG00000095962
zf_xp_gene_933	LOC100496252	ENSDARG00000029457
zf_xp_gene_934	LOC100496252	ENSDARG00000042552
zf_xp_gene_935	LOC100496311-like	ENSDARG00000017242
zf_xp_gene_936	LOC100496331	ENSDARG00000006522
zf_xp_gene_937	LOC100496341	ENSDARG00000090664
zf_xp_gene_938	LOC100496343	ENSDARG00000008816
