mm_zf_gene	zf_gene	mm_gene
mm_zf_gene_411	ENSDARG00000079610	ENSMUSG00000040407
mm_zf_gene_412	ENSDARG00000069037	ENSMUSG00000031023
mm_zf_gene_413	ENSDARG00000039969	ENSMUSG00000023075
mm_zf_gene_414	ENSDARG00000058729	ENSMUSG00000028291
mm_zf_gene_415	ENSDARG00000035257	ENSMUSG00000054757
mm_zf_gene_416	ENSDARG00000035257	ENSMUSG00000021213
mm_zf_gene_417	ENSDARG00000035257	ENSMUSG00000021214
mm_zf_gene_418	ENSDARG00000035257	ENSMUSG00000021211
mm_zf_gene_419	ENSDARG00000035257	ENSMUSG00000052131
mm_zf_gene_420	ENSDARG00000035257	ENSMUSG00000025955
mm_zf_gene_421	ENSDARG00000035257	ENSMUSG00000029762
mm_zf_gene_422	ENSDARG00000035257	ENSMUSG00000071551
mm_zf_gene_423	ENSDARG00000035257	ENSMUSG00000021207
mm_zf_gene_424	ENSDARG00000035257	ENSMUSG00000021210
mm_zf_gene_425	ENSDARG00000035257	ENSMUSG00000033715
mm_zf_gene_426	ENSDARG00000035257	ENSMUSG00000061758
mm_zf_gene_427	ENSDARG00000052030	ENSMUSG00000028692
mm_zf_gene_428	ENSDARG00000016649	ENSMUSG00000028743
mm_zf_gene_429	ENSDARG00000074667	ENSMUSG00000011096
mm_zf_gene_430	ENSDARG00000011219	ENSMUSG00000004056
mm_zf_gene_431	ENSDARG00000103612	ENSMUSG00000004056
mm_zf_gene_432	ENSDARG00000104810	ENSMUSG00000019699
mm_zf_gene_433	ENSDARG00000026862	ENSMUSG00000031667
mm_zf_gene_434	ENSDARG00000100372	ENSMUSG00000028393
mm_zf_gene_435	ENSDARG00000021059	ENSMUSG00000032786
mm_zf_gene_436	ENSDARG00000038643	ENSMUSG00000025270
mm_zf_gene_437	ENSDARG00000026531	ENSMUSG00000022636
mm_zf_gene_438	ENSDARG00000058538	ENSMUSG00000022636
mm_zf_gene_439	ENSDARG00000037935	ENSMUSG00000007833
mm_zf_gene_440	ENSDARG00000099579	ENSMUSG00000025007
mm_zf_gene_441	ENSDARG00000053493	ENSMUSG00000013584
mm_zf_gene_442	ENSDARG00000076933	ENSMUSG00000015134
mm_zf_gene_443	ENSDARG00000077004	ENSMUSG00000030088
mm_zf_gene_444	ENSDARG00000089924	ENSMUSG00000029455
mm_zf_gene_445	ENSDARG00000028087	ENSMUSG00000029455
mm_zf_gene_446	ENSDARG00000074791	ENSMUSG00000010025
mm_zf_gene_447	ENSDARG00000013839	ENSMUSG00000037263
mm_zf_gene_448	ENSDARG00000013839	ENSMUSG00000075296
mm_zf_gene_449	ENSDARG00000038207	ENSMUSG00000028737
mm_zf_gene_450	ENSDARG00000076544	ENSMUSG00000035936
mm_zf_gene_451	ENSDARG00000053485	ENSMUSG00000021238
mm_zf_gene_452	ENSDARG00000018426	ENSMUSG00000053644
mm_zf_gene_453	ENSDARG00000036776	ENSMUSG00000037542
mm_zf_gene_454	ENSDARG00000011665	ENSMUSG00000059343
mm_zf_gene_455	ENSDARG00000011665	ENSMUSG00000063129
mm_zf_gene_456	ENSDARG00000011665	ENSMUSG00000030695
mm_zf_gene_457	ENSDARG00000034470	ENSMUSG00000059343
mm_zf_gene_458	ENSDARG00000034470	ENSMUSG00000063129
mm_zf_gene_459	ENSDARG00000034470	ENSMUSG00000030695
mm_zf_gene_460	ENSDARG00000053684	ENSMUSG00000028307
mm_zf_gene_461	ENSDARG00000057661	ENSMUSG00000017390
mm_zf_gene_462	ENSDARG00000019702	ENSMUSG00000017390
mm_zf_gene_463	ENSDARG00000054963	ENSMUSG00000039427
mm_zf_gene_464	ENSDARG00000031202	ENSMUSG00000063362
mm_zf_gene_465	ENSDARG00000041199	ENSMUSG00000035845
mm_zf_gene_466	ENSDARG00000103093	ENSMUSG00000039887
mm_zf_gene_467	ENSDARG00000070399	ENSMUSG00000039740
mm_zf_gene_468	ENSDARG00000053155	ENSMUSG00000033809
mm_zf_gene_469	ENSDARG00000061235	ENSMUSG00000036632
mm_zf_gene_470	ENSDARG00000017617	ENSMUSG00000073792
mm_zf_gene_471	ENSDARG00000044627	ENSMUSG00000035704
mm_zf_gene_472	ENSDARG00000012840	ENSMUSG00000032059
mm_zf_gene_473	ENSDARG00000095833	ENSMUSG00000055471
mm_zf_gene_474	ENSDARG00000071164	ENSMUSG00000079036
mm_zf_gene_475	ENSDARG00000059856	ENSMUSG00000044339
mm_zf_gene_476	ENSDARG00000052247	ENSMUSG00000039754
mm_zf_gene_477	ENSDARG00000063003	ENSMUSG00000042650
mm_zf_gene_478	ENSDARG00000077253	ENSMUSG00000042831
mm_zf_gene_479	ENSDARG00000037906	ENSMUSG00000002661
mm_zf_gene_480	ENSDARG00000060256	ENSMUSG00000025899
mm_zf_gene_481	ENSDARG00000042562	ENSMUSG00000020636
mm_zf_gene_482	ENSDARG00000069463	ENSMUSG00000000320
mm_zf_gene_483	ENSDARG00000057273	ENSMUSG00000025701
mm_zf_gene_484	ENSDARG00000054755	ENSMUSG00000060063
mm_zf_gene_485	ENSDARG00000053774	ENSMUSG00000079440
mm_zf_gene_486	ENSDARG00000053774	ENSMUSG00000026246
mm_zf_gene_487	ENSDARG00000053774	ENSMUSG00000036500
mm_zf_gene_488	ENSDARG00000079637	ENSMUSG00000032845
mm_zf_gene_489	ENSDARG00000015546	ENSMUSG00000028766
mm_zf_gene_490	ENSDARG00000075111	ENSMUSG00000026024
mm_zf_gene_491	ENSDARG00000076924	ENSMUSG00000026024
mm_zf_gene_492	ENSDARG00000062824	ENSMUSG00000036602
mm_zf_gene_493	ENSDARG00000088332	ENSMUSG00000040310
mm_zf_gene_494	ENSDARG00000074442	ENSMUSG00000040310
mm_zf_gene_495	ENSDARG00000057435	ENSMUSG00000022244
mm_zf_gene_496	ENSDARG00000004296	ENSMUSG00000028356
mm_zf_gene_497	ENSDARG00000008322	ENSMUSG00000040506
mm_zf_gene_498	ENSDARG00000043856	ENSMUSG00000063953
mm_zf_gene_499	ENSDARG00000043856	ENSMUSG00000075232
mm_zf_gene_500	ENSDARG00000100376	ENSMUSG00000036820
mm_zf_gene_501	ENSDARG00000079624	ENSMUSG00000050332
mm_zf_gene_502	ENSDARG00000075222	ENSMUSG00000021986
mm_zf_gene_503	ENSDARG00000014357	ENSMUSG00000035262
mm_zf_gene_504	ENSDARG00000079620	ENSMUSG00000050947
mm_zf_gene_505	ENSDARG00000074469	ENSMUSG00000032593
mm_zf_gene_506	ENSDARG00000012892	ENSMUSG00000042225
mm_zf_gene_507	ENSDARG00000062947	ENSMUSG00000021278
mm_zf_gene_508	ENSDARG00000070478	ENSMUSG00000068250
mm_zf_gene_509	ENSDARG00000078335	ENSMUSG00000041688
mm_zf_gene_510	ENSDARG00000061923	ENSMUSG00000032531
mm_zf_gene_511	ENSDARG00000061948	ENSMUSG00000032531
mm_zf_gene_512	ENSDARG00000033832	ENSMUSG00000070385
mm_zf_gene_513	ENSDARG00000032469	ENSMUSG00000005686
mm_zf_gene_514	ENSDARG00000007663	ENSMUSG00000021314
mm_zf_gene_515	ENSDARG00000010862	ENSMUSG00000032607
mm_zf_gene_516	ENSDARG00000013856	ENSMUSG00000070360
mm_zf_gene_517	ENSDARG00000013856	ENSMUSG00000093931
mm_zf_gene_518	ENSDARG00000013856	ENSMUSG00000096569
mm_zf_gene_519	ENSDARG00000013856	ENSMUSG00000074268
mm_zf_gene_520	ENSDARG00000013856	ENSMUSG00000096770
mm_zf_gene_521	ENSDARG00000075687	ENSMUSG00000014355
mm_zf_gene_522	ENSDARG00000090152	ENSMUSG00000036977
mm_zf_gene_523	ENSDARG00000102531	ENSMUSG00000025135
mm_zf_gene_524	ENSDARG00000078435	ENSMUSG00000035048
mm_zf_gene_525	ENSDARG00000101285	ENSMUSG00000030649
mm_zf_gene_526	ENSDARG00000101285	ENSMUSG00000074780
mm_zf_gene_527	ENSDARG00000013822	ENSMUSG00000020107
mm_zf_gene_528	ENSDARG00000105035	ENSMUSG00000026965
mm_zf_gene_529	ENSDARG00000032237	ENSMUSG00000029176
mm_zf_gene_530	ENSDARG00000008461	ENSMUSG00000029472
mm_zf_gene_531	ENSDARG00000063005	ENSMUSG00000029466
mm_zf_gene_532	ENSDARG00000077567	ENSMUSG00000021257
mm_zf_gene_533	ENSDARG00000016743	ENSMUSG00000026634
mm_zf_gene_534	ENSDARG00000030364	ENSMUSG00000022309
mm_zf_gene_535	ENSDARG00000014946	ENSMUSG00000031465
mm_zf_gene_536	ENSDARG00000076787	ENSMUSG00000027460
mm_zf_gene_537	ENSDARG00000012071	ENSMUSG00000033544
mm_zf_gene_538	ENSDARG00000100159	ENSMUSG00000033544
mm_zf_gene_539	ENSDARG00000068369	ENSMUSG00000004105
mm_zf_gene_540	ENSDARG00000044365	ENSMUSG00000028553
mm_zf_gene_541	ENSDARG00000035859	ENSMUSG00000002289
mm_zf_gene_542	ENSDARG00000020265	ENSMUSG00000038742
mm_zf_gene_543	ENSDARG00000027582	ENSMUSG00000028989
mm_zf_gene_544	ENSDARG00000074777	ENSMUSG00000031543
mm_zf_gene_545	ENSDARG00000043313	ENSMUSG00000032826
mm_zf_gene_546	ENSDARG00000000516	ENSMUSG00000039342
mm_zf_gene_547	ENSDARG00000098647	ENSMUSG00000066510
mm_zf_gene_548	ENSDARG00000019135	ENSMUSG00000074771
mm_zf_gene_549	ENSDARG00000060211	ENSMUSG00000074771
mm_zf_gene_550	ENSDARG00000061013	ENSMUSG00000020790
mm_zf_gene_551	ENSDARG00000071724	ENSMUSG00000022265
mm_zf_gene_552	ENSDARG00000014969	ENSMUSG00000022265
mm_zf_gene_553	ENSDARG00000077860	ENSMUSG00000024483
mm_zf_gene_554	ENSDARG00000056921	ENSMUSG00000032257
mm_zf_gene_555	ENSDARG00000035607	ENSMUSG00000029501
mm_zf_gene_556	ENSDARG00000062702	ENSMUSG00000034212
mm_zf_gene_557	ENSDARG00000005948	ENSMUSG00000036188
mm_zf_gene_558	ENSDARG00000093668	ENSMUSG00000036188
mm_zf_gene_559	ENSDARG00000035399	ENSMUSG00000021661
mm_zf_gene_560	ENSDARG00000037100	ENSMUSG00000031508
mm_zf_gene_561	ENSDARG00000004771	ENSMUSG00000031508
mm_zf_gene_562	ENSDARG00000051886	ENSMUSG00000035569
mm_zf_gene_563	ENSDARG00000052419	ENSMUSG00000034647
mm_zf_gene_564	ENSDARG00000061901	ENSMUSG00000041870
mm_zf_gene_565	ENSDARG00000014652	ENSMUSG00000037907
mm_zf_gene_566	ENSDARG00000103831	ENSMUSG00000039988
mm_zf_gene_567	ENSDARG00000098140	ENSMUSG00000005986
mm_zf_gene_568	ENSDARG00000003822	ENSMUSG00000047909
mm_zf_gene_569	ENSDARG00000075263	ENSMUSG00000024803
mm_zf_gene_570	ENSDARG00000076192	ENSMUSG00000024803
mm_zf_gene_571	ENSDARG00000002298	ENSMUSG00000024774
mm_zf_gene_572	ENSDARG00000062103	ENSMUSG00000054708
mm_zf_gene_573	ENSDARG00000009023	ENSMUSG00000014496
mm_zf_gene_574	ENSDARG00000057159	ENSMUSG00000057766
mm_zf_gene_575	ENSDARG00000055638	ENSMUSG00000047034
mm_zf_gene_576	ENSDARG00000002508	ENSMUSG00000047034
mm_zf_gene_577	ENSDARG00000058357	ENSMUSG00000022237
mm_zf_gene_578	ENSDARG00000015589	ENSMUSG00000022237
mm_zf_gene_579	ENSDARG00000077086	ENSMUSG00000045034
mm_zf_gene_580	ENSDARG00000061641	ENSMUSG00000045034
mm_zf_gene_581	ENSDARG00000056376	ENSMUSG00000050914
mm_zf_gene_582	ENSDARG00000041350	ENSMUSG00000079610
mm_zf_gene_583	ENSDARG00000076490	ENSMUSG00000020864
mm_zf_gene_584	ENSDARG00000026028	ENSMUSG00000052331
mm_zf_gene_585	ENSDARG00000011326	ENSMUSG00000044835
mm_zf_gene_586	ENSDARG00000015780	ENSMUSG00000048307
mm_zf_gene_587	ENSDARG00000023508	ENSMUSG00000031931
mm_zf_gene_588	ENSDARG00000036826	ENSMUSG00000014498
mm_zf_gene_589	ENSDARG00000055743	ENSMUSG00000033055
mm_zf_gene_590	ENSDARG00000099182	ENSMUSG00000049985
mm_zf_gene_591	ENSDARG00000029370	ENSMUSG00000040183
mm_zf_gene_592	ENSDARG00000028804	ENSMUSG00000037904
mm_zf_gene_593	ENSDARG00000003512	ENSMUSG00000058589
mm_zf_gene_594	ENSDARG00000038557	ENSMUSG00000022515
mm_zf_gene_595	ENSDARG00000036846	ENSMUSG00000030909
mm_zf_gene_596	ENSDARG00000041904	ENSMUSG00000026199
mm_zf_gene_597	ENSDARG00000060917	ENSMUSG00000036777
mm_zf_gene_598	ENSDARG00000102335	ENSMUSG00000031075
mm_zf_gene_599	ENSDARG00000057736	ENSMUSG00000037949
mm_zf_gene_600	ENSDARG00000058015	ENSMUSG00000074968
mm_zf_gene_601	ENSDARG00000015731	ENSMUSG00000055489
mm_zf_gene_602	ENSDARG00000036147	ENSMUSG00000055489
mm_zf_gene_603	ENSDARG00000061544	ENSMUSG00000064210
mm_zf_gene_604	ENSDARG00000076265	ENSMUSG00000034863
mm_zf_gene_605	ENSDARG00000006487	ENSMUSG00000032249
mm_zf_gene_606	ENSDARG00000023330	ENSMUSG00000028333
mm_zf_gene_607	ENSDARG00000054804	ENSMUSG00000015749
mm_zf_gene_608	ENSDARG00000041083	ENSMUSG00000024481
mm_zf_gene_609	ENSDARG00000103878	ENSMUSG00000039062
mm_zf_gene_610	ENSDARG00000074075	ENSMUSG00000033420
mm_zf_gene_611	ENSDARG00000063612	ENSMUSG00000047441
mm_zf_gene_612	ENSDARG00000060845	ENSMUSG00000047441
mm_zf_gene_613	ENSDARG00000104118	ENSMUSG00000029338
mm_zf_gene_614	ENSDARG00000063011	ENSMUSG00000029338
mm_zf_gene_615	ENSDARG00000077383	ENSMUSG00000021866
mm_zf_gene_616	ENSDARG00000002632	ENSMUSG00000021866
mm_zf_gene_617	ENSDARG00000013976	ENSMUSG00000015702
mm_zf_gene_618	ENSDARG00000013976	ENSMUSG00000021950
mm_zf_gene_619	ENSDARG00000013613	ENSMUSG00000015702
mm_zf_gene_620	ENSDARG00000013613	ENSMUSG00000021950
mm_zf_gene_621	ENSDARG00000026726	ENSMUSG00000024659
mm_zf_gene_622	ENSDARG00000100095	ENSMUSG00000024659
mm_zf_gene_623	ENSDARG00000104359	ENSMUSG00000024659
mm_zf_gene_624	ENSDARG00000003216	ENSMUSG00000032231
mm_zf_gene_625	ENSDARG00000053625	ENSMUSG00000032231
mm_zf_gene_626	ENSDARG00000009196	ENSMUSG00000029484
mm_zf_gene_627	ENSDARG00000044254	ENSMUSG00000029484
mm_zf_gene_628	ENSDARG00000036456	ENSMUSG00000029994
mm_zf_gene_629	ENSDARG00000026406	ENSMUSG00000027712
mm_zf_gene_630	ENSDARG00000016470	ENSMUSG00000027712
mm_zf_gene_631	ENSDARG00000013335	ENSMUSG00000018340
mm_zf_gene_632	ENSDARG00000061355	ENSMUSG00000029811
mm_zf_gene_633	ENSDARG00000061355	ENSMUSG00000029813
mm_zf_gene_634	ENSDARG00000061355	ENSMUSG00000039215
mm_zf_gene_635	ENSDARG00000061355	ENSMUSG00000068536
mm_zf_gene_636	ENSDARG00000014646	ENSMUSG00000078651
mm_zf_gene_637	ENSDARG00000014646	ENSMUSG00000019326
mm_zf_gene_638	ENSDARG00000020054	ENSMUSG00000063558
mm_zf_gene_639	ENSDARG00000020054	ENSMUSG00000038242
mm_zf_gene_640	ENSDARG00000020054	ENSMUSG00000079554
mm_zf_gene_641	ENSDARG00000020054	ENSMUSG00000064294
mm_zf_gene_642	ENSDARG00000020621	ENSMUSG00000009090
mm_zf_gene_643	ENSDARG00000102394	ENSMUSG00000031731
mm_zf_gene_644	ENSDARG00000054337	ENSMUSG00000040701
mm_zf_gene_645	ENSDARG00000096249	ENSMUSG00000003033
mm_zf_gene_646	ENSDARG00000096454	ENSMUSG00000003309
mm_zf_gene_647	ENSDARG00000056803	ENSMUSG00000004849
mm_zf_gene_648	ENSDARG00000058504	ENSMUSG00000031367
mm_zf_gene_649	ENSDARG00000054320	ENSMUSG00000060279
mm_zf_gene_650	ENSDARG00000035152	ENSMUSG00000035152
mm_zf_gene_651	ENSDARG00000002790	ENSMUSG00000022841
mm_zf_gene_652	ENSDARG00000033899	ENSMUSG00000022841
mm_zf_gene_653	ENSDARG00000026967	ENSMUSG00000008036
mm_zf_gene_654	ENSDARG00000071424	ENSMUSG00000020198
mm_zf_gene_655	ENSDARG00000029928	ENSMUSG00000021824
mm_zf_gene_656	ENSDARG00000016128	ENSMUSG00000031539
mm_zf_gene_657	ENSDARG00000039882	ENSMUSG00000063801
mm_zf_gene_658	ENSDARG00000013726	ENSMUSG00000105053
mm_zf_gene_659	ENSDARG00000013726	ENSMUSG00000032952
mm_zf_gene_660	ENSDARG00000103684	ENSMUSG00000001998
mm_zf_gene_661	ENSDARG00000056871	ENSMUSG00000019518
mm_zf_gene_662	ENSDARG00000054220	ENSMUSG00000020955
mm_zf_gene_663	ENSDARG00000078805	ENSMUSG00000049562
mm_zf_gene_664	ENSDARG00000031533	ENSMUSG00000036291
mm_zf_gene_665	ENSDARG00000076755	ENSMUSG00000068264
mm_zf_gene_666	ENSDARG00000021239	ENSMUSG00000019979
mm_zf_gene_667	ENSDARG00000103848	ENSMUSG00000024897
mm_zf_gene_668	ENSDARG00000074328	ENSMUSG00000024897
mm_zf_gene_669	ENSDARG00000060639	ENSMUSG00000030519
mm_zf_gene_670	ENSDARG00000016505	ENSMUSG00000026786
mm_zf_gene_671	ENSDARG00000099995	ENSMUSG00000029207
mm_zf_gene_672	ENSDARG00000058868	ENSMUSG00000005871
mm_zf_gene_673	ENSDARG00000063007	ENSMUSG00000020135
mm_zf_gene_674	ENSDARG00000045843	ENSMUSG00000035960
mm_zf_gene_675	ENSDARG00000008472	ENSMUSG00000025269
mm_zf_gene_676	ENSDARG00000005612	ENSMUSG00000053040
mm_zf_gene_677	ENSDARG00000005612	ENSMUSG00000032375
mm_zf_gene_678	ENSDARG00000033597	ENSMUSG00000027193
mm_zf_gene_679	ENSDARG00000003132	ENSMUSG00000010911
mm_zf_gene_680	ENSDARG00000053279	ENSMUSG00000037010
mm_zf_gene_681	ENSDARG00000002172	ENSMUSG00000044338
mm_zf_gene_682	ENSDARG00000036670	ENSMUSG00000044338
mm_zf_gene_683	ENSDARG00000098368	ENSMUSG00000006651
mm_zf_gene_684	ENSDARG00000054864	ENSMUSG00000031996
mm_zf_gene_685	ENSDARG00000017422	ENSMUSG00000033096
mm_zf_gene_686	ENSDARG00000012076	ENSMUSG00000032083
mm_zf_gene_687	ENSDARG00000101324	ENSMUSG00000032083
mm_zf_gene_688	ENSDARG00000042780	ENSMUSG00000020609
mm_zf_gene_689	ENSDARG00000022767	ENSMUSG00000020609
mm_zf_gene_690	ENSDARG00000018881	ENSMUSG00000040694
mm_zf_gene_691	ENSDARG00000113992	ENSMUSG00000040694
mm_zf_gene_692	ENSDARG00000092155	ENSMUSG00000109350
mm_zf_gene_693	ENSDARG00000092155	ENSMUSG00000002992
mm_zf_gene_694	ENSDARG00000060345	ENSMUSG00000022548
mm_zf_gene_695	ENSDARG00000060350	ENSMUSG00000022548
mm_zf_gene_696	ENSDARG00000057437	ENSMUSG00000022548
mm_zf_gene_697	ENSDARG00000102004	ENSMUSG00000002985
mm_zf_gene_698	ENSDARG00000040295	ENSMUSG00000002985
mm_zf_gene_699	ENSDARG00000090980	ENSMUSG00000047631
mm_zf_gene_700	ENSDARG00000007425	ENSMUSG00000090698
mm_zf_gene_701	ENSDARG00000076838	ENSMUSG00000028359
mm_zf_gene_702	ENSDARG00000076838	ENSMUSG00000061540
mm_zf_gene_703	ENSDARG00000076838	ENSMUSG00000039196
mm_zf_gene_704	ENSDARG00000104696	ENSMUSG00000079508
mm_zf_gene_705	ENSDARG00000026444	ENSMUSG00000079508
mm_zf_gene_706	ENSDARG00000039374	ENSMUSG00000025525
mm_zf_gene_707	ENSDARG00000104279	ENSMUSG00000022892
mm_zf_gene_708	ENSDARG00000055543	ENSMUSG00000022892
mm_zf_gene_709	ENSDARG00000007566	ENSMUSG00000018481
mm_zf_gene_710	ENSDARG00000060734	ENSMUSG00000040760
mm_zf_gene_711	ENSDARG00000003519	ENSMUSG00000006589
mm_zf_gene_712	ENSDARG00000027143	ENSMUSG00000028411
mm_zf_gene_713	ENSDARG00000007086	ENSMUSG00000032204
mm_zf_gene_714	ENSDARG00000007086	ENSMUSG00000044217
mm_zf_gene_715	ENSDARG00000007086	ENSMUSG00000043144
mm_zf_gene_716	ENSDARG00000058678	ENSMUSG00000032204
mm_zf_gene_717	ENSDARG00000058678	ENSMUSG00000044217
mm_zf_gene_718	ENSDARG00000058678	ENSMUSG00000043144
mm_zf_gene_719	ENSDARG00000100555	ENSMUSG00000042797
mm_zf_gene_720	ENSDARG00000043279	ENSMUSG00000045091
mm_zf_gene_721	ENSDARG00000023713	ENSMUSG00000004655
mm_zf_gene_722	ENSDARG00000091027	ENSMUSG00000004655
mm_zf_gene_723	ENSDARG00000003808	ENSMUSG00000028435
mm_zf_gene_724	ENSDARG00000069518	ENSMUSG00000028435
mm_zf_gene_725	ENSDARG00000010565	ENSMUSG00000024411
mm_zf_gene_726	ENSDARG00000026787	ENSMUSG00000028427
mm_zf_gene_727	ENSDARG00000045141	ENSMUSG00000030762
mm_zf_gene_728	ENSDARG00000071592	ENSMUSG00000043144
mm_zf_gene_729	ENSDARG00000089749	ENSMUSG00000043144
mm_zf_gene_730	ENSDARG00000053480	ENSMUSG00000043144
mm_zf_gene_731	ENSDARG00000016775	ENSMUSG00000040383
mm_zf_gene_732	ENSDARG00000067976	ENSMUSG00000046532
mm_zf_gene_733	ENSDARG00000054533	ENSMUSG00000001127
mm_zf_gene_734	ENSDARG00000076801	ENSMUSG00000024451
mm_zf_gene_735	ENSDARG00000002792	ENSMUSG00000032096
mm_zf_gene_736	ENSDARG00000031214	ENSMUSG00000032096
mm_zf_gene_737	ENSDARG00000070539	ENSMUSG00000051853
mm_zf_gene_738	ENSDARG00000036998	ENSMUSG00000051853
mm_zf_gene_739	ENSDARG00000101626	ENSMUSG00000044147
mm_zf_gene_740	ENSDARG00000052928	ENSMUSG00000044147
mm_zf_gene_741	ENSDARG00000101616	ENSMUSG00000027575
mm_zf_gene_742	ENSDARG00000067601	ENSMUSG00000027255
mm_zf_gene_743	ENSDARG00000097583	ENSMUSG00000054277
mm_zf_gene_744	ENSDARG00000063474	ENSMUSG00000067851
mm_zf_gene_745	ENSDARG00000074702	ENSMUSG00000074582
mm_zf_gene_746	ENSDARG00000070055	ENSMUSG00000074513
mm_zf_gene_747	ENSDARG00000070055	ENSMUSG00000102805
mm_zf_gene_748	ENSDARG00000059244	ENSMUSG00000030881
mm_zf_gene_749	ENSDARG00000056664	ENSMUSG00000030881
mm_zf_gene_750	ENSDARG00000057857	ENSMUSG00000038671
mm_zf_gene_751	ENSDARG00000057429	ENSMUSG00000019987
mm_zf_gene_752	ENSDARG00000039269	ENSMUSG00000021125
mm_zf_gene_753	ENSDARG00000019223	ENSMUSG00000040459
mm_zf_gene_754	ENSDARG00000018319	ENSMUSG00000040459
mm_zf_gene_755	ENSDARG00000024324	ENSMUSG00000027247
mm_zf_gene_756	ENSDARG00000078326	ENSMUSG00000037148
mm_zf_gene_757	ENSDARG00000100019	ENSMUSG00000041219
mm_zf_gene_758	ENSDARG00000008548	ENSMUSG00000041225
mm_zf_gene_759	ENSDARG00000026482	ENSMUSG00000041225
mm_zf_gene_760	ENSDARG00000062349	ENSMUSG00000049744
mm_zf_gene_761	ENSDARG00000020488	ENSMUSG00000030766
mm_zf_gene_762	ENSDARG00000062263	ENSMUSG00000030766
mm_zf_gene_763	ENSDARG00000074740	ENSMUSG00000039031
mm_zf_gene_764	ENSDARG00000083189	ENSMUSG00000025154
mm_zf_gene_765	ENSDARG00000075673	ENSMUSG00000036591
mm_zf_gene_766	ENSDARG00000021255	ENSMUSG00000063506
mm_zf_gene_767	ENSDARG00000052950	ENSMUSG00000049807
mm_zf_gene_768	ENSDARG00000100973	ENSMUSG00000057315
mm_zf_gene_769	ENSDARG00000061784	ENSMUSG00000030047
mm_zf_gene_770	ENSDARG00000104255	ENSMUSG00000034255
mm_zf_gene_771	ENSDARG00000061798	ENSMUSG00000034255
mm_zf_gene_772	ENSDARG00000101350	ENSMUSG00000024043
mm_zf_gene_773	ENSDARG00000059472	ENSMUSG00000022799
mm_zf_gene_774	ENSDARG00000100007	ENSMUSG00000033697
mm_zf_gene_775	ENSDARG00000104549	ENSMUSG00000033389
mm_zf_gene_776	ENSDARG00000039265	ENSMUSG00000031389
mm_zf_gene_777	ENSDARG00000015003	ENSMUSG00000031389
mm_zf_gene_778	ENSDARG00000061294	ENSMUSG00000035133
mm_zf_gene_779	ENSDARG00000043795	ENSMUSG00000025132
mm_zf_gene_780	ENSDARG00000004034	ENSMUSG00000073433
mm_zf_gene_781	ENSDARG00000077788	ENSMUSG00000071176
mm_zf_gene_782	ENSDARG00000052482	ENSMUSG00000041977
mm_zf_gene_783	ENSDARG00000100293	ENSMUSG00000052921
mm_zf_gene_784	ENSDARG00000077114	ENSMUSG00000029032
mm_zf_gene_785	ENSDARG00000011157	ENSMUSG00000004568
mm_zf_gene_786	ENSDARG00000042308	ENSMUSG00000004568
mm_zf_gene_787	ENSDARG00000078853	ENSMUSG00000028919
mm_zf_gene_788	ENSDARG00000040380	ENSMUSG00000028059
mm_zf_gene_789	ENSDARG00000055837	ENSMUSG00000040940
mm_zf_gene_790	ENSDARG00000075819	ENSMUSG00000028059
mm_zf_gene_791	ENSDARG00000013834	ENSMUSG00000021895
mm_zf_gene_792	ENSDARG00000002463	ENSMUSG00000045094
mm_zf_gene_793	ENSDARG00000079377	ENSMUSG00000040969
mm_zf_gene_794	ENSDARG00000013476	ENSMUSG00000051517
mm_zf_gene_795	ENSDARG00000012914	ENSMUSG00000037509
mm_zf_gene_796	ENSDARG00000006683	ENSMUSG00000031133
mm_zf_gene_797	ENSDARG00000073848	ENSMUSG00000031511
mm_zf_gene_798	ENSDARG00000078624	ENSMUSG00000025656
mm_zf_gene_799	ENSDARG00000101710	ENSMUSG00000007880
mm_zf_gene_800	ENSDARG00000101891	ENSMUSG00000007880
mm_zf_gene_801	ENSDARG00000092503	ENSMUSG00000069729
mm_zf_gene_802	ENSDARG00000007413	ENSMUSG00000033237
mm_zf_gene_803	ENSDARG00000070843	ENSMUSG00000019564
mm_zf_gene_804	ENSDARG00000104034	ENSMUSG00000004661
mm_zf_gene_805	ENSDARG00000067729	ENSMUSG00000066224
mm_zf_gene_806	ENSDARG00000043873	ENSMUSG00000048118
mm_zf_gene_807	ENSDARG00000003616	ENSMUSG00000025234
mm_zf_gene_808	ENSDARG00000036870	ENSMUSG00000025234
mm_zf_gene_809	ENSDARG00000012848	ENSMUSG00000064145
mm_zf_gene_810	ENSDARG00000101680	ENSMUSG00000060904
mm_zf_gene_811	ENSDARG00000052575	ENSMUSG00000052549
mm_zf_gene_812	ENSDARG00000012763	ENSMUSG00000022911
mm_zf_gene_813	ENSDARG00000001210	ENSMUSG00000027122
mm_zf_gene_814	ENSDARG00000076040	ENSMUSG00000042348
mm_zf_gene_815	ENSDARG00000057995	ENSMUSG00000042348
mm_zf_gene_816	ENSDARG00000069496	ENSMUSG00000024944
mm_zf_gene_817	ENSDARG00000025383	ENSMUSG00000031776
mm_zf_gene_818	ENSDARG00000099918	ENSMUSG00000047446
mm_zf_gene_819	ENSDARG00000033182	ENSMUSG00000047446
mm_zf_gene_820	ENSDARG00000057606	ENSMUSG00000049866
mm_zf_gene_821	ENSDARG00000032708	ENSMUSG00000049866
